REF_DATE,DGUID,Sector,Characteristics,Indicators,UOM,SCALAR_FACTOR,VALUE,GEO_Alberta,GEO_British Columbia,GEO_Nova Scotia,GEO_Ontario,GEO_Quebec,Education_group
2015,2016A000248,Total non-profit institutions excluding governments,High school diploma and less,Hours worked,Hours,thousands,36218.0,True,False,False,False,False,1
2015,2016A000248,Total non-profit institutions excluding governments,Trade certificate,Hours worked,Hours,thousands,8197.0,True,False,False,False,False,2
2015,2016A000248,Total non-profit institutions excluding governments,University degree and higher,Hours worked,Hours,thousands,56316.0,True,False,False,False,False,3
2015,2016A000248,Non-profit institutions serving households (community organizations),High school diploma and less,Hours worked,Hours,thousands,24025.0,True,False,False,False,False,1
2015,2016A000248,Non-profit institutions serving households (community organizations),Trade certificate,Hours worked,Hours,thousands,5354.0,True,False,False,False,False,2
2015,2016A000248,Non-profit institutions serving households (community organizations),University degree and higher,Hours worked,Hours,thousands,44418.0,True,False,False,False,False,3
2015,2016A000248,Business non-profit institutions,High school diploma and less,Hours worked,Hours,thousands,12193.0,True,False,False,False,False,1
2015,2016A000248,Business non-profit institutions,Trade certificate,Hours worked,Hours,thousands,2843.0,True,False,False,False,False,2
2015,2016A000248,Business non-profit institutions,University degree and higher,Hours worked,Hours,thousands,11898.0,True,False,False,False,False,3
2015,2016A000248,Government non-profit institutions,High school diploma and less,Hours worked,Hours,thousands,47987.0,True,False,False,False,False,1
2015,2016A000248,Government non-profit institutions,Trade certificate,Hours worked,Hours,thousands,13291.0,True,False,False,False,False,2
2015,2016A000248,Government non-profit institutions,University degree and higher,Hours worked,Hours,thousands,153215.0,True,False,False,False,False,3
2016,2016A000248,Total non-profit institutions,High school diploma and less,Hours worked,Hours,thousands,83483.0,True,False,False,False,False,1
2016,2016A000248,Total non-profit institutions,Trade certificate,Hours worked,Hours,thousands,20387.0,True,False,False,False,False,2
2016,2016A000248,Total non-profit institutions,University degree and higher,Hours worked,Hours,thousands,218516.0,True,False,False,False,False,3
2016,2016A000248,Total non-profit institutions excluding governments,High school diploma and less,Hours worked,Hours,thousands,34941.0,True,False,False,False,False,1
2016,2016A000248,Total non-profit institutions excluding governments,Trade certificate,Hours worked,Hours,thousands,7219.0,True,False,False,False,False,2
2016,2016A000248,Total non-profit institutions excluding governments,University degree and higher,Hours worked,Hours,thousands,55623.0,True,False,False,False,False,3
2016,2016A000248,Non-profit institutions serving households (community organizations),High school diploma and less,Hours worked,Hours,thousands,23390.0,True,False,False,False,False,1
2016,2016A000248,Non-profit institutions serving households (community organizations),Trade certificate,Hours worked,Hours,thousands,4728.0,True,False,False,False,False,2
2016,2016A000248,Non-profit institutions serving households (community organizations),University degree and higher,Hours worked,Hours,thousands,43346.0,True,False,False,False,False,3
2016,2016A000248,Business non-profit institutions,High school diploma and less,Hours worked,Hours,thousands,11551.0,True,False,False,False,False,1
2016,2016A000248,Business non-profit institutions,Trade certificate,Hours worked,Hours,thousands,2491.0,True,False,False,False,False,2
2016,2016A000248,Business non-profit institutions,University degree and higher,Hours worked,Hours,thousands,12277.0,True,False,False,False,False,3
2016,2016A000248,Government non-profit institutions,High school diploma and less,Hours worked,Hours,thousands,48542.0,True,False,False,False,False,1
2016,2016A000248,Government non-profit institutions,Trade certificate,Hours worked,Hours,thousands,13168.0,True,False,False,False,False,2
2016,2016A000248,Government non-profit institutions,University degree and higher,Hours worked,Hours,thousands,162893.0,True,False,False,False,False,3
2017,2016A000248,Total non-profit institutions,High school diploma and less,Hours worked,Hours,thousands,81162.0,True,False,False,False,False,1
2017,2016A000248,Total non-profit institutions,Trade certificate,Hours worked,Hours,thousands,19628.0,True,False,False,False,False,2
2017,2016A000248,Total non-profit institutions,University degree and higher,Hours worked,Hours,thousands,219713.0,True,False,False,False,False,3
2017,2016A000248,Total non-profit institutions excluding governments,High school diploma and less,Hours worked,Hours,thousands,34074.0,True,False,False,False,False,1
2017,2016A000248,Total non-profit institutions excluding governments,Trade certificate,Hours worked,Hours,thousands,7065.0,True,False,False,False,False,2
2017,2016A000248,Total non-profit institutions excluding governments,University degree and higher,Hours worked,Hours,thousands,56917.0,True,False,False,False,False,3
2017,2016A000248,Non-profit institutions serving households (community organizations),High school diploma and less,Hours worked,Hours,thousands,23128.0,True,False,False,False,False,1
2017,2016A000248,Non-profit institutions serving households (community organizations),Trade certificate,Hours worked,Hours,thousands,4676.0,True,False,False,False,False,2
2017,2016A000248,Non-profit institutions serving households (community organizations),University degree and higher,Hours worked,Hours,thousands,44663.0,True,False,False,False,False,3
2017,2016A000248,Business non-profit institutions,High school diploma and less,Hours worked,Hours,thousands,10946.0,True,False,False,False,False,1
2017,2016A000248,Business non-profit institutions,Trade certificate,Hours worked,Hours,thousands,2389.0,True,False,False,False,False,2
2017,2016A000248,Business non-profit institutions,University degree and higher,Hours worked,Hours,thousands,12254.0,True,False,False,False,False,3
2017,2016A000248,Government non-profit institutions,High school diploma and less,Hours worked,Hours,thousands,47088.0,True,False,False,False,False,1
2017,2016A000248,Government non-profit institutions,Trade certificate,Hours worked,Hours,thousands,12563.0,True,False,False,False,False,2
2017,2016A000248,Government non-profit institutions,University degree and higher,Hours worked,Hours,thousands,162796.0,True,False,False,False,False,3
2018,2016A000248,Total non-profit institutions,High school diploma and less,Hours worked,Hours,thousands,83279.0,True,False,False,False,False,1
2018,2016A000248,Total non-profit institutions,Trade certificate,Hours worked,Hours,thousands,19862.0,True,False,False,False,False,2
2018,2016A000248,Total non-profit institutions,University degree and higher,Hours worked,Hours,thousands,235873.0,True,False,False,False,False,3
2018,2016A000248,Total non-profit institutions excluding governments,High school diploma and less,Hours worked,Hours,thousands,35207.0,True,False,False,False,False,1
2018,2016A000248,Total non-profit institutions excluding governments,Trade certificate,Hours worked,Hours,thousands,7206.0,True,False,False,False,False,2
2018,2016A000248,Total non-profit institutions excluding governments,University degree and higher,Hours worked,Hours,thousands,63667.0,True,False,False,False,False,3
2018,2016A000248,Non-profit institutions serving households (community organizations),High school diploma and less,Hours worked,Hours,thousands,24196.0,True,False,False,False,False,1
2018,2016A000248,Non-profit institutions serving households (community organizations),Trade certificate,Hours worked,Hours,thousands,4843.0,True,False,False,False,False,2
2018,2016A000248,Non-profit institutions serving households (community organizations),University degree and higher,Hours worked,Hours,thousands,50148.0,True,False,False,False,False,3
2018,2016A000248,Business non-profit institutions,High school diploma and less,Hours worked,Hours,thousands,11010.0,True,False,False,False,False,1
2018,2016A000248,Business non-profit institutions,Trade certificate,Hours worked,Hours,thousands,2363.0,True,False,False,False,False,2
2018,2016A000248,Business non-profit institutions,University degree and higher,Hours worked,Hours,thousands,13520.0,True,False,False,False,False,3
2018,2016A000248,Government non-profit institutions,High school diploma and less,Hours worked,Hours,thousands,48073.0,True,False,False,False,False,1
2018,2016A000248,Government non-profit institutions,Trade certificate,Hours worked,Hours,thousands,12656.0,True,False,False,False,False,2
2018,2016A000248,Government non-profit institutions,University degree and higher,Hours worked,Hours,thousands,172205.0,True,False,False,False,False,3
2013,2016A000259,Total non-profit institutions,High school diploma and less,Hours worked,Hours,thousands,76877.0,False,True,False,False,False,1
2013,2016A000259,Total non-profit institutions,Trade certificate,Hours worked,Hours,thousands,24808.0,False,True,False,False,False,2
2013,2016A000259,Total non-profit institutions,University degree and higher,Hours worked,Hours,thousands,242182.0,False,True,False,False,False,3
2013,2016A000259,Total non-profit institutions excluding governments,High school diploma and less,Hours worked,Hours,thousands,38744.0,False,True,False,False,False,1
2013,2016A000259,Total non-profit institutions excluding governments,Trade certificate,Hours worked,Hours,thousands,9508.0,False,True,False,False,False,2
2013,2016A000259,Total non-profit institutions excluding governments,University degree and higher,Hours worked,Hours,thousands,75658.0,False,True,False,False,False,3
2013,2016A000259,Non-profit institutions serving households (community organizations),High school diploma and less,Hours worked,Hours,thousands,24849.0,False,True,False,False,False,1
2013,2016A000259,Non-profit institutions serving households (community organizations),Trade certificate,Hours worked,Hours,thousands,5927.0,False,True,False,False,False,2
2013,2016A000259,Non-profit institutions serving households (community organizations),University degree and higher,Hours worked,Hours,thousands,59424.0,False,True,False,False,False,3
2013,2016A000259,Business non-profit institutions,High school diploma and less,Hours worked,Hours,thousands,13895.0,False,True,False,False,False,1
2013,2016A000259,Business non-profit institutions,Trade certificate,Hours worked,Hours,thousands,3581.0,False,True,False,False,False,2
2013,2016A000259,Business non-profit institutions,University degree and higher,Hours worked,Hours,thousands,16233.0,False,True,False,False,False,3
2013,2016A000259,Government non-profit institutions,High school diploma and less,Hours worked,Hours,thousands,38133.0,False,True,False,False,False,1
2013,2016A000259,Government non-profit institutions,Trade certificate,Hours worked,Hours,thousands,15300.0,False,True,False,False,False,2
2013,2016A000259,Government non-profit institutions,University degree and higher,Hours worked,Hours,thousands,166525.0,False,True,False,False,False,3
2014,2016A000259,Total non-profit institutions,High school diploma and less,Hours worked,Hours,thousands,78583.0,False,True,False,False,False,1
2014,2016A000259,Total non-profit institutions,Trade certificate,Hours worked,Hours,thousands,23062.0,False,True,False,False,False,2
2014,2016A000259,Total non-profit institutions,University degree and higher,Hours worked,Hours,thousands,241610.0,False,True,False,False,False,3
2014,2016A000259,Total non-profit institutions excluding governments,High school diploma and less,Hours worked,Hours,thousands,39605.0,False,True,False,False,False,1
2014,2016A000259,Total non-profit institutions excluding governments,Trade certificate,Hours worked,Hours,thousands,9161.0,False,True,False,False,False,2
2014,2016A000259,Total non-profit institutions excluding governments,University degree and higher,Hours worked,Hours,thousands,76533.0,False,True,False,False,False,3
2014,2016A000259,Non-profit institutions serving households (community organizations),High school diploma and less,Hours worked,Hours,thousands,25403.0,False,True,False,False,False,1
2014,2016A000259,Non-profit institutions serving households (community organizations),Trade certificate,Hours worked,Hours,thousands,5673.0,False,True,False,False,False,2
2014,2016A000259,Non-profit institutions serving households (community organizations),University degree and higher,Hours worked,Hours,thousands,59638.0,False,True,False,False,False,3
2014,2016A000259,Business non-profit institutions,High school diploma and less,Hours worked,Hours,thousands,14202.0,False,True,False,False,False,1
2014,2016A000259,Business non-profit institutions,Trade certificate,Hours worked,Hours,thousands,3488.0,False,True,False,False,False,2
2014,2016A000259,Business non-profit institutions,University degree and higher,Hours worked,Hours,thousands,16895.0,False,True,False,False,False,3
2014,2016A000259,Government non-profit institutions,High school diploma and less,Hours worked,Hours,thousands,38979.0,False,True,False,False,False,1
2014,2016A000259,Government non-profit institutions,Trade certificate,Hours worked,Hours,thousands,13901.0,False,True,False,False,False,2
2014,2016A000259,Government non-profit institutions,University degree and higher,Hours worked,Hours,thousands,165076.0,False,True,False,False,False,3
2015,2016A000259,Total non-profit institutions,High school diploma and less,Hours worked,Hours,thousands,83028.0,False,True,False,False,False,1
2015,2016A000259,Total non-profit institutions,Trade certificate,Hours worked,Hours,thousands,21905.0,False,True,False,False,False,2
2015,2016A000259,Total non-profit institutions,University degree and higher,Hours worked,Hours,thousands,252650.0,False,True,False,False,False,3
2015,2016A000259,Total non-profit institutions excluding governments,High school diploma and less,Hours worked,Hours,thousands,42770.0,False,True,False,False,False,1
2015,2016A000259,Total non-profit institutions excluding governments,Trade certificate,Hours worked,Hours,thousands,9141.0,False,True,False,False,False,2
2015,2016A000259,Total non-profit institutions excluding governments,University degree and higher,Hours worked,Hours,thousands,81564.0,False,True,False,False,False,3
2015,2016A000259,Non-profit institutions serving households (community organizations),High school diploma and less,Hours worked,Hours,thousands,26679.0,False,True,False,False,False,1
2015,2016A000259,Non-profit institutions serving households (community organizations),Trade certificate,Hours worked,Hours,thousands,5416.0,False,True,False,False,False,2
2015,2016A000259,Non-profit institutions serving households (community organizations),University degree and higher,Hours worked,Hours,thousands,63012.0,False,True,False,False,False,3
2015,2016A000259,Business non-profit institutions,High school diploma and less,Hours worked,Hours,thousands,16091.0,False,True,False,False,False,1
2015,2016A000259,Business non-profit institutions,Trade certificate,Hours worked,Hours,thousands,3725.0,False,True,False,False,False,2
2015,2016A000259,Business non-profit institutions,University degree and higher,Hours worked,Hours,thousands,18553.0,False,True,False,False,False,3
2015,2016A000259,Government non-profit institutions,High school diploma and less,Hours worked,Hours,thousands,40257.0,False,True,False,False,False,1
2015,2016A000259,Government non-profit institutions,Trade certificate,Hours worked,Hours,thousands,12765.0,False,True,False,False,False,2
2015,2016A000259,Government non-profit institutions,University degree and higher,Hours worked,Hours,thousands,171086.0,False,True,False,False,False,3
2016,2016A000259,Total non-profit institutions,High school diploma and less,Hours worked,Hours,thousands,84265.0,False,True,False,False,False,1
2016,2016A000259,Total non-profit institutions,Trade certificate,Hours worked,Hours,thousands,21513.0,False,True,False,False,False,2
2016,2016A000259,Total non-profit institutions,University degree and higher,Hours worked,Hours,thousands,261161.0,False,True,False,False,False,3
2016,2016A000259,Total non-profit institutions excluding governments,High school diploma and less,Hours worked,Hours,thousands,43584.0,False,True,False,False,False,1
2016,2016A000259,Total non-profit institutions excluding governments,Trade certificate,Hours worked,Hours,thousands,9142.0,False,True,False,False,False,2
2016,2016A000259,Total non-profit institutions excluding governments,University degree and higher,Hours worked,Hours,thousands,85265.0,False,True,False,False,False,3
2016,2016A000259,Non-profit institutions serving households (community organizations),High school diploma and less,Hours worked,Hours,thousands,27563.0,False,True,False,False,False,1
2016,2016A000259,Non-profit institutions serving households (community organizations),Trade certificate,Hours worked,Hours,thousands,5472.0,False,True,False,False,False,2
2016,2016A000259,Non-profit institutions serving households (community organizations),University degree and higher,Hours worked,Hours,thousands,64961.0,False,True,False,False,False,3
2016,2016A000259,Business non-profit institutions,High school diploma and less,Hours worked,Hours,thousands,16021.0,False,True,False,False,False,1
2016,2016A000259,Business non-profit institutions,Trade certificate,Hours worked,Hours,thousands,3670.0,False,True,False,False,False,2
2016,2016A000259,Business non-profit institutions,University degree and higher,Hours worked,Hours,thousands,20304.0,False,True,False,False,False,3
2016,2016A000259,Government non-profit institutions,High school diploma and less,Hours worked,Hours,thousands,40681.0,False,True,False,False,False,1
2016,2016A000259,Government non-profit institutions,Trade certificate,Hours worked,Hours,thousands,12371.0,False,True,False,False,False,2
2016,2016A000259,Government non-profit institutions,University degree and higher,Hours worked,Hours,thousands,175896.0,False,True,False,False,False,3
2017,2016A000259,Total non-profit institutions,High school diploma and less,Hours worked,Hours,thousands,83432.0,False,True,False,False,False,1
2017,2016A000259,Total non-profit institutions,Trade certificate,Hours worked,Hours,thousands,20472.0,False,True,False,False,False,2
2017,2016A000259,Total non-profit institutions,University degree and higher,Hours worked,Hours,thousands,261540.0,False,True,False,False,False,3
2017,2016A000259,Total non-profit institutions excluding governments,High school diploma and less,Hours worked,Hours,thousands,43099.0,False,True,False,False,False,1
2017,2016A000259,Total non-profit institutions excluding governments,Trade certificate,Hours worked,Hours,thousands,8763.0,False,True,False,False,False,2
2017,2016A000259,Total non-profit institutions excluding governments,University degree and higher,Hours worked,Hours,thousands,86403.0,False,True,False,False,False,3
2017,2016A000259,Non-profit institutions serving households (community organizations),High school diploma and less,Hours worked,Hours,thousands,27293.0,False,True,False,False,False,1
2017,2016A000259,Non-profit institutions serving households (community organizations),Trade certificate,Hours worked,Hours,thousands,5212.0,False,True,False,False,False,2
2017,2016A000259,Non-profit institutions serving households (community organizations),University degree and higher,Hours worked,Hours,thousands,65782.0,False,True,False,False,False,3
2017,2016A000259,Business non-profit institutions,High school diploma and less,Hours worked,Hours,thousands,15806.0,False,True,False,False,False,1
2017,2016A000259,Business non-profit institutions,Trade certificate,Hours worked,Hours,thousands,3551.0,False,True,False,False,False,2
2017,2016A000259,Business non-profit institutions,University degree and higher,Hours worked,Hours,thousands,20621.0,False,True,False,False,False,3
2017,2016A000259,Government non-profit institutions,High school diploma and less,Hours worked,Hours,thousands,40333.0,False,True,False,False,False,1
2017,2016A000259,Government non-profit institutions,Trade certificate,Hours worked,Hours,thousands,11709.0,False,True,False,False,False,2
2017,2016A000259,Government non-profit institutions,University degree and higher,Hours worked,Hours,thousands,175137.0,False,True,False,False,False,3
2018,2016A000259,Total non-profit institutions,High school diploma and less,Hours worked,Hours,thousands,85894.0,False,True,False,False,False,1
2018,2016A000259,Total non-profit institutions,Trade certificate,Hours worked,Hours,thousands,20310.0,False,True,False,False,False,2
2018,2016A000259,Total non-profit institutions,University degree and higher,Hours worked,Hours,thousands,282124.0,False,True,False,False,False,3
2018,2016A000259,Total non-profit institutions excluding governments,High school diploma and less,Hours worked,Hours,thousands,43896.0,False,True,False,False,False,1
2018,2016A000259,Total non-profit institutions excluding governments,Trade certificate,Hours worked,Hours,thousands,8605.0,False,True,False,False,False,2
2018,2016A000259,Total non-profit institutions excluding governments,University degree and higher,Hours worked,Hours,thousands,92960.0,False,True,False,False,False,3
2018,2016A000259,Non-profit institutions serving households (community organizations),High school diploma and less,Hours worked,Hours,thousands,28250.0,False,True,False,False,False,1
2018,2016A000259,Non-profit institutions serving households (community organizations),Trade certificate,Hours worked,Hours,thousands,5246.0,False,True,False,False,False,2
2018,2016A000259,Non-profit institutions serving households (community organizations),University degree and higher,Hours worked,Hours,thousands,70778.0,False,True,False,False,False,3
2018,2016A000259,Business non-profit institutions,High school diploma and less,Hours worked,Hours,thousands,15646.0,False,True,False,False,False,1
2018,2016A000259,Business non-profit institutions,Trade certificate,Hours worked,Hours,thousands,3359.0,False,True,False,False,False,2
2018,2016A000259,Business non-profit institutions,University degree and higher,Hours worked,Hours,thousands,22181.0,False,True,False,False,False,3
2018,2016A000259,Government non-profit institutions,High school diploma and less,Hours worked,Hours,thousands,41998.0,False,True,False,False,False,1
2018,2016A000259,Government non-profit institutions,Trade certificate,Hours worked,Hours,thousands,11705.0,False,True,False,False,False,2
2018,2016A000259,Government non-profit institutions,University degree and higher,Hours worked,Hours,thousands,189164.0,False,True,False,False,False,3
2013,2016A000212,Total non-profit institutions,High school diploma and less,Hours worked,Hours,thousands,19297.0,False,False,True,False,False,1
2013,2016A000212,Total non-profit institutions,Trade certificate,Hours worked,Hours,thousands,8009.0,False,False,True,False,False,2
2013,2016A000212,Total non-profit institutions,University degree and higher,Hours worked,Hours,thousands,53808.0,False,False,True,False,False,3
2013,2016A000212,Total non-profit institutions excluding governments,High school diploma and less,Hours worked,Hours,thousands,6643.0,False,False,True,False,False,1
2013,2016A000212,Total non-profit institutions excluding governments,Trade certificate,Hours worked,Hours,thousands,2101.0,False,False,True,False,False,2
2013,2016A000212,Total non-profit institutions excluding governments,University degree and higher,Hours worked,Hours,thousands,14121.0,False,False,True,False,False,3
2013,2016A000212,Non-profit institutions serving households (community organizations),High school diploma and less,Hours worked,Hours,thousands,4759.0,False,False,True,False,False,1
2013,2016A000212,Non-profit institutions serving households (community organizations),Trade certificate,Hours worked,Hours,thousands,1572.0,False,False,True,False,False,2
2013,2016A000212,Non-profit institutions serving households (community organizations),University degree and higher,Hours worked,Hours,thousands,11700.0,False,False,True,False,False,3
2013,2016A000212,Business non-profit institutions,High school diploma and less,Hours worked,Hours,thousands,1884.0,False,False,True,False,False,1
2013,2016A000212,Business non-profit institutions,Trade certificate,Hours worked,Hours,thousands,529.0,False,False,True,False,False,2
2013,2016A000212,Business non-profit institutions,University degree and higher,Hours worked,Hours,thousands,2421.0,False,False,True,False,False,3
2013,2016A000212,Government non-profit institutions,High school diploma and less,Hours worked,Hours,thousands,12654.0,False,False,True,False,False,1
2013,2016A000212,Government non-profit institutions,Trade certificate,Hours worked,Hours,thousands,5907.0,False,False,True,False,False,2
2013,2016A000212,Government non-profit institutions,University degree and higher,Hours worked,Hours,thousands,39687.0,False,False,True,False,False,3
2014,2016A000212,Total non-profit institutions,High school diploma and less,Hours worked,Hours,thousands,20180.0,False,False,True,False,False,1
2014,2016A000212,Total non-profit institutions,Trade certificate,Hours worked,Hours,thousands,7984.0,False,False,True,False,False,2
2014,2016A000212,Total non-profit institutions,University degree and higher,Hours worked,Hours,thousands,56929.0,False,False,True,False,False,3
2014,2016A000212,Total non-profit institutions excluding governments,High school diploma and less,Hours worked,Hours,thousands,6632.0,False,False,True,False,False,1
2014,2016A000212,Total non-profit institutions excluding governments,Trade certificate,Hours worked,Hours,thousands,1985.0,False,False,True,False,False,2
2014,2016A000212,Total non-profit institutions excluding governments,University degree and higher,Hours worked,Hours,thousands,14108.0,False,False,True,False,False,3
2014,2016A000212,Non-profit institutions serving households (community organizations),High school diploma and less,Hours worked,Hours,thousands,4848.0,False,False,True,False,False,1
2014,2016A000212,Non-profit institutions serving households (community organizations),Trade certificate,Hours worked,Hours,thousands,1509.0,False,False,True,False,False,2
2014,2016A000212,Non-profit institutions serving households (community organizations),University degree and higher,Hours worked,Hours,thousands,11823.0,False,False,True,False,False,3
2014,2016A000212,Business non-profit institutions,High school diploma and less,Hours worked,Hours,thousands,1784.0,False,False,True,False,False,1
2014,2016A000212,Business non-profit institutions,Trade certificate,Hours worked,Hours,thousands,476.0,False,False,True,False,False,2
2014,2016A000212,Business non-profit institutions,University degree and higher,Hours worked,Hours,thousands,2286.0,False,False,True,False,False,3
2014,2016A000212,Government non-profit institutions,High school diploma and less,Hours worked,Hours,thousands,13548.0,False,False,True,False,False,1
2014,2016A000212,Government non-profit institutions,Trade certificate,Hours worked,Hours,thousands,5999.0,False,False,True,False,False,2
2014,2016A000212,Government non-profit institutions,University degree and higher,Hours worked,Hours,thousands,42820.0,False,False,True,False,False,3
2015,2016A000212,Total non-profit institutions,High school diploma and less,Hours worked,Hours,thousands,20505.0,False,False,True,False,False,1
2015,2016A000212,Total non-profit institutions,Trade certificate,Hours worked,Hours,thousands,7682.0,False,False,True,False,False,2
2015,2016A000212,Total non-profit institutions,University degree and higher,Hours worked,Hours,thousands,58378.0,False,False,True,False,False,3
2015,2016A000212,Total non-profit institutions excluding governments,High school diploma and less,Hours worked,Hours,thousands,6987.0,False,False,True,False,False,1
2015,2016A000212,Total non-profit institutions excluding governments,Trade certificate,Hours worked,Hours,thousands,1954.0,False,False,True,False,False,2
2015,2016A000212,Total non-profit institutions excluding governments,University degree and higher,Hours worked,Hours,thousands,14663.0,False,False,True,False,False,3
2015,2016A000212,Non-profit institutions serving households (community organizations),High school diploma and less,Hours worked,Hours,thousands,4968.0,False,False,True,False,False,1
2015,2016A000212,Non-profit institutions serving households (community organizations),Trade certificate,Hours worked,Hours,thousands,1448.0,False,False,True,False,False,2
2015,2016A000212,Non-profit institutions serving households (community organizations),University degree and higher,Hours worked,Hours,thousands,12091.0,False,False,True,False,False,3
2015,2016A000212,Business non-profit institutions,High school diploma and less,Hours worked,Hours,thousands,2018.0,False,False,True,False,False,1
2015,2016A000212,Business non-profit institutions,Trade certificate,Hours worked,Hours,thousands,506.0,False,False,True,False,False,2
2015,2016A000212,Business non-profit institutions,University degree and higher,Hours worked,Hours,thousands,2572.0,False,False,True,False,False,3
2015,2016A000212,Government non-profit institutions,High school diploma and less,Hours worked,Hours,thousands,13519.0,False,False,True,False,False,1
2015,2016A000212,Government non-profit institutions,Trade certificate,Hours worked,Hours,thousands,5728.0,False,False,True,False,False,2
2015,2016A000212,Government non-profit institutions,University degree and higher,Hours worked,Hours,thousands,43714.0,False,False,True,False,False,3
2016,2016A000212,Total non-profit institutions,High school diploma and less,Hours worked,Hours,thousands,21343.0,False,False,True,False,False,1
2016,2016A000212,Total non-profit institutions,Trade certificate,Hours worked,Hours,thousands,7585.0,False,False,True,False,False,2
2016,2016A000212,Total non-profit institutions,University degree and higher,Hours worked,Hours,thousands,61533.0,False,False,True,False,False,3
2016,2016A000212,Total non-profit institutions excluding governments,High school diploma and less,Hours worked,Hours,thousands,7346.0,False,False,True,False,False,1
2016,2016A000212,Total non-profit institutions excluding governments,Trade certificate,Hours worked,Hours,thousands,1931.0,False,False,True,False,False,2
2016,2016A000212,Total non-profit institutions excluding governments,University degree and higher,Hours worked,Hours,thousands,14733.0,False,False,True,False,False,3
