REF_DATE,DGUID,Sector,Characteristics,Indicators,UOM,SCALAR_FACTOR,VALUE,GEO_Alberta,GEO_British Columbia,GEO_Nova Scotia,GEO_Ontario,GEO_Quebec,Gender_group
2016,2016A000248,Non-profit institutions serving households (community organizations),Male employees,Average annual hours worked,Hours,units,1694.0,True,False,False,False,False,1
2016,2016A000248,Non-profit institutions serving households (community organizations),Female employees,Average annual hours worked,Hours,units,1485.0,True,False,False,False,False,0
2016,2016A000248,Business non-profit institutions,Male employees,Average annual hours worked,Hours,units,1715.0,True,False,False,False,False,1
2016,2016A000248,Business non-profit institutions,Female employees,Average annual hours worked,Hours,units,1520.0,True,False,False,False,False,0
2016,2016A000248,Government non-profit institutions,Male employees,Average annual hours worked,Hours,units,1747.0,True,False,False,False,False,1
2016,2016A000248,Government non-profit institutions,Female employees,Average annual hours worked,Hours,units,1564.0,True,False,False,False,False,0
2017,2016A000248,Total non-profit institutions,Male employees,Average annual hours worked,Hours,units,1695.0,True,False,False,False,False,1
2017,2016A000248,Total non-profit institutions,Female employees,Average annual hours worked,Hours,units,1521.0,True,False,False,False,False,0
2017,2016A000248,Total non-profit institutions excluding governments,Male employees,Average annual hours worked,Hours,units,1684.0,True,False,False,False,False,1
2017,2016A000248,Total non-profit institutions excluding governments,Female employees,Average annual hours worked,Hours,units,1491.0,True,False,False,False,False,0
2017,2016A000248,Non-profit institutions serving households (community organizations),Male employees,Average annual hours worked,Hours,units,1657.0,True,False,False,False,False,1
2017,2016A000248,Non-profit institutions serving households (community organizations),Female employees,Average annual hours worked,Hours,units,1476.0,True,False,False,False,False,0
2017,2016A000248,Business non-profit institutions,Male employees,Average annual hours worked,Hours,units,1744.0,True,False,False,False,False,1
2017,2016A000248,Business non-profit institutions,Female employees,Average annual hours worked,Hours,units,1549.0,True,False,False,False,False,0
2017,2016A000248,Government non-profit institutions,Male employees,Average annual hours worked,Hours,units,1702.0,True,False,False,False,False,1
2017,2016A000248,Government non-profit institutions,Female employees,Average annual hours worked,Hours,units,1532.0,True,False,False,False,False,0
2018,2016A000248,Total non-profit institutions,Male employees,Average annual hours worked,Hours,units,1739.0,True,False,False,False,False,1
2018,2016A000248,Total non-profit institutions,Female employees,Average annual hours worked,Hours,units,1566.0,True,False,False,False,False,0
2018,2016A000248,Total non-profit institutions excluding governments,Male employees,Average annual hours worked,Hours,units,1772.0,True,False,False,False,False,1
2018,2016A000248,Total non-profit institutions excluding governments,Female employees,Average annual hours worked,Hours,units,1548.0,True,False,False,False,False,0
2018,2016A000248,Non-profit institutions serving households (community organizations),Male employees,Average annual hours worked,Hours,units,1780.0,True,False,False,False,False,1
2018,2016A000248,Non-profit institutions serving households (community organizations),Female employees,Average annual hours worked,Hours,units,1534.0,True,False,False,False,False,0
2018,2016A000248,Business non-profit institutions,Male employees,Average annual hours worked,Hours,units,1754.0,True,False,False,False,False,1
2018,2016A000248,Business non-profit institutions,Female employees,Average annual hours worked,Hours,units,1595.0,True,False,False,False,False,0
2018,2016A000248,Government non-profit institutions,Male employees,Average annual hours worked,Hours,units,1720.0,True,False,False,False,False,1
2018,2016A000248,Government non-profit institutions,Female employees,Average annual hours worked,Hours,units,1573.0,True,False,False,False,False,0
2013,2016A000259,Total non-profit institutions,Male employees,Average annual hours worked,Hours,units,1646.0,False,True,False,False,False,1
2013,2016A000259,Total non-profit institutions,Female employees,Average annual hours worked,Hours,units,1518.0,False,True,False,False,False,0
2013,2016A000259,Total non-profit institutions excluding governments,Male employees,Average annual hours worked,Hours,units,1654.0,False,True,False,False,False,1
2013,2016A000259,Total non-profit institutions excluding governments,Female employees,Average annual hours worked,Hours,units,1473.0,False,True,False,False,False,0
2013,2016A000259,Non-profit institutions serving households (community organizations),Male employees,Average annual hours worked,Hours,units,1632.0,False,True,False,False,False,1
2013,2016A000259,Non-profit institutions serving households (community organizations),Female employees,Average annual hours worked,Hours,units,1461.0,False,True,False,False,False,0
2013,2016A000259,Business non-profit institutions,Male employees,Average annual hours worked,Hours,units,1697.0,False,True,False,False,False,1
2013,2016A000259,Business non-profit institutions,Female employees,Average annual hours worked,Hours,units,1516.0,False,True,False,False,False,0
2013,2016A000259,Government non-profit institutions,Male employees,Average annual hours worked,Hours,units,1640.0,False,True,False,False,False,1
2013,2016A000259,Government non-profit institutions,Female employees,Average annual hours worked,Hours,units,1539.0,False,True,False,False,False,0
2014,2016A000259,Total non-profit institutions,Male employees,Average annual hours worked,Hours,units,1634.0,False,True,False,False,False,1
2014,2016A000259,Total non-profit institutions,Female employees,Average annual hours worked,Hours,units,1510.0,False,True,False,False,False,0
2014,2016A000259,Total non-profit institutions excluding governments,Male employees,Average annual hours worked,Hours,units,1661.0,False,True,False,False,False,1
2014,2016A000259,Total non-profit institutions excluding governments,Female employees,Average annual hours worked,Hours,units,1478.0,False,True,False,False,False,0
2014,2016A000259,Non-profit institutions serving households (community organizations),Male employees,Average annual hours worked,Hours,units,1639.0,False,True,False,False,False,1
2014,2016A000259,Non-profit institutions serving households (community organizations),Female employees,Average annual hours worked,Hours,units,1465.0,False,True,False,False,False,0
2014,2016A000259,Business non-profit institutions,Male employees,Average annual hours worked,Hours,units,1705.0,False,True,False,False,False,1
2014,2016A000259,Business non-profit institutions,Female employees,Average annual hours worked,Hours,units,1528.0,False,True,False,False,False,0
2014,2016A000259,Government non-profit institutions,Male employees,Average annual hours worked,Hours,units,1614.0,False,True,False,False,False,1
2014,2016A000259,Government non-profit institutions,Female employees,Average annual hours worked,Hours,units,1525.0,False,True,False,False,False,0
2015,2016A000259,Total non-profit institutions,Male employees,Average annual hours worked,Hours,units,1666.0,False,True,False,False,False,1
2015,2016A000259,Total non-profit institutions,Female employees,Average annual hours worked,Hours,units,1529.0,False,True,False,False,False,0
2015,2016A000259,Total non-profit institutions excluding governments,Male employees,Average annual hours worked,Hours,units,1677.0,False,True,False,False,False,1
2015,2016A000259,Total non-profit institutions excluding governments,Female employees,Average annual hours worked,Hours,units,1485.0,False,True,False,False,False,0
2015,2016A000259,Non-profit institutions serving households (community organizations),Male employees,Average annual hours worked,Hours,units,1655.0,False,True,False,False,False,1
2015,2016A000259,Non-profit institutions serving households (community organizations),Female employees,Average annual hours worked,Hours,units,1475.0,False,True,False,False,False,0
2015,2016A000259,Business non-profit institutions,Male employees,Average annual hours worked,Hours,units,1718.0,False,True,False,False,False,1
2015,2016A000259,Business non-profit institutions,Female employees,Average annual hours worked,Hours,units,1518.0,False,True,False,False,False,0
2015,2016A000259,Government non-profit institutions,Male employees,Average annual hours worked,Hours,units,1658.0,False,True,False,False,False,1
2015,2016A000259,Government non-profit institutions,Female employees,Average annual hours worked,Hours,units,1551.0,False,True,False,False,False,0
2016,2016A000259,Total non-profit institutions,Male employees,Average annual hours worked,Hours,units,1645.0,False,True,False,False,False,1
2016,2016A000259,Total non-profit institutions,Female employees,Average annual hours worked,Hours,units,1507.0,False,True,False,False,False,0
2016,2016A000259,Total non-profit institutions excluding governments,Male employees,Average annual hours worked,Hours,units,1670.0,False,True,False,False,False,1
2016,2016A000259,Total non-profit institutions excluding governments,Female employees,Average annual hours worked,Hours,units,1455.0,False,True,False,False,False,0
2016,2016A000259,Non-profit institutions serving households (community organizations),Male employees,Average annual hours worked,Hours,units,1639.0,False,True,False,False,False,1
2016,2016A000259,Non-profit institutions serving households (community organizations),Female employees,Average annual hours worked,Hours,units,1435.0,False,True,False,False,False,0
2016,2016A000259,Business non-profit institutions,Male employees,Average annual hours worked,Hours,units,1729.0,False,True,False,False,False,1
2016,2016A000259,Business non-profit institutions,Female employees,Average annual hours worked,Hours,units,1522.0,False,True,False,False,False,0
2016,2016A000259,Government non-profit institutions,Male employees,Average annual hours worked,Hours,units,1626.0,False,True,False,False,False,1
2016,2016A000259,Government non-profit institutions,Female employees,Average annual hours worked,Hours,units,1534.0,False,True,False,False,False,0
2017,2016A000259,Total non-profit institutions,Male employees,Average annual hours worked,Hours,units,1610.0,False,True,False,False,False,1
2017,2016A000259,Total non-profit institutions,Female employees,Average annual hours worked,Hours,units,1492.0,False,True,False,False,False,0
2017,2016A000259,Total non-profit institutions excluding governments,Male employees,Average annual hours worked,Hours,units,1626.0,False,True,False,False,False,1
2017,2016A000259,Total non-profit institutions excluding governments,Female employees,Average annual hours worked,Hours,units,1436.0,False,True,False,False,False,0
2017,2016A000259,Non-profit institutions serving households (community organizations),Male employees,Average annual hours worked,Hours,units,1579.0,False,True,False,False,False,1
2017,2016A000259,Non-profit institutions serving households (community organizations),Female employees,Average annual hours worked,Hours,units,1412.0,False,True,False,False,False,0
2017,2016A000259,Business non-profit institutions,Male employees,Average annual hours worked,Hours,units,1716.0,False,True,False,False,False,1
2017,2016A000259,Business non-profit institutions,Female employees,Average annual hours worked,Hours,units,1517.0,False,True,False,False,False,0
2017,2016A000259,Government non-profit institutions,Male employees,Average annual hours worked,Hours,units,1597.0,False,True,False,False,False,1
2017,2016A000259,Government non-profit institutions,Female employees,Average annual hours worked,Hours,units,1521.0,False,True,False,False,False,0
2018,2016A000259,Total non-profit institutions,Male employees,Average annual hours worked,Hours,units,1654.0,False,True,False,False,False,1
2018,2016A000259,Total non-profit institutions,Female employees,Average annual hours worked,Hours,units,1538.0,False,True,False,False,False,0
2018,2016A000259,Total non-profit institutions excluding governments,Male employees,Average annual hours worked,Hours,units,1673.0,False,True,False,False,False,1
2018,2016A000259,Total non-profit institutions excluding governments,Female employees,Average annual hours worked,Hours,units,1494.0,False,True,False,False,False,0
2018,2016A000259,Non-profit institutions serving households (community organizations),Male employees,Average annual hours worked,Hours,units,1643.0,False,True,False,False,False,1
2018,2016A000259,Non-profit institutions serving households (community organizations),Female employees,Average annual hours worked,Hours,units,1475.0,False,True,False,False,False,0
2018,2016A000259,Business non-profit institutions,Male employees,Average annual hours worked,Hours,units,1733.0,False,True,False,False,False,1
2018,2016A000259,Business non-profit institutions,Female employees,Average annual hours worked,Hours,units,1558.0,False,True,False,False,False,0
2018,2016A000259,Government non-profit institutions,Male employees,Average annual hours worked,Hours,units,1641.0,False,True,False,False,False,1
2018,2016A000259,Government non-profit institutions,Female employees,Average annual hours worked,Hours,units,1561.0,False,True,False,False,False,0
2013,2016A000212,Total non-profit institutions,Male employees,Average annual hours worked,Hours,units,1624.0,False,False,True,False,False,1
2013,2016A000212,Total non-profit institutions,Female employees,Average annual hours worked,Hours,units,1593.0,False,False,True,False,False,0
2013,2016A000212,Total non-profit institutions excluding governments,Male employees,Average annual hours worked,Hours,units,1667.0,False,False,True,False,False,1
2013,2016A000212,Total non-profit institutions excluding governments,Female employees,Average annual hours worked,Hours,units,1564.0,False,False,True,False,False,0
2013,2016A000212,Non-profit institutions serving households (community organizations),Male employees,Average annual hours worked,Hours,units,1635.0,False,False,True,False,False,1
2013,2016A000212,Non-profit institutions serving households (community organizations),Female employees,Average annual hours worked,Hours,units,1549.0,False,False,True,False,False,0
2013,2016A000212,Business non-profit institutions,Male employees,Average annual hours worked,Hours,units,1754.0,False,False,True,False,False,1
2013,2016A000212,Business non-profit institutions,Female employees,Average annual hours worked,Hours,units,1647.0,False,False,True,False,False,0
2013,2016A000212,Government non-profit institutions,Male employees,Average annual hours worked,Hours,units,1604.0,False,False,True,False,False,1
2013,2016A000212,Government non-profit institutions,Female employees,Average annual hours worked,Hours,units,1603.0,False,False,True,False,False,0
2014,2016A000212,Total non-profit institutions,Male employees,Average annual hours worked,Hours,units,1659.0,False,False,True,False,False,1
2014,2016A000212,Total non-profit institutions,Female employees,Average annual hours worked,Hours,units,1618.0,False,False,True,False,False,0
2014,2016A000212,Total non-profit institutions excluding governments,Male employees,Average annual hours worked,Hours,units,1646.0,False,False,True,False,False,1
2014,2016A000212,Total non-profit institutions excluding governments,Female employees,Average annual hours worked,Hours,units,1545.0,False,False,True,False,False,0
2014,2016A000212,Non-profit institutions serving households (community organizations),Male employees,Average annual hours worked,Hours,units,1619.0,False,False,True,False,False,1
2014,2016A000212,Non-profit institutions serving households (community organizations),Female employees,Average annual hours worked,Hours,units,1539.0,False,False,True,False,False,0
2014,2016A000212,Business non-profit institutions,Male employees,Average annual hours worked,Hours,units,1727.0,False,False,True,False,False,1
2014,2016A000212,Business non-profit institutions,Female employees,Average annual hours worked,Hours,units,1584.0,False,False,True,False,False,0
2014,2016A000212,Government non-profit institutions,Male employees,Average annual hours worked,Hours,units,1665.0,False,False,True,False,False,1
2014,2016A000212,Government non-profit institutions,Female employees,Average annual hours worked,Hours,units,1642.0,False,False,True,False,False,0
2015,2016A000212,Total non-profit institutions,Male employees,Average annual hours worked,Hours,units,1668.0,False,False,True,False,False,1
2015,2016A000212,Total non-profit institutions,Female employees,Average annual hours worked,Hours,units,1617.0,False,False,True,False,False,0
2015,2016A000212,Total non-profit institutions excluding governments,Male employees,Average annual hours worked,Hours,units,1713.0,False,False,True,False,False,1
2015,2016A000212,Total non-profit institutions excluding governments,Female employees,Average annual hours worked,Hours,units,1576.0,False,False,True,False,False,0
2015,2016A000212,Non-profit institutions serving households (community organizations),Male employees,Average annual hours worked,Hours,units,1690.0,False,False,True,False,False,1
2015,2016A000212,Non-profit institutions serving households (community organizations),Female employees,Average annual hours worked,Hours,units,1567.0,False,False,True,False,False,0
2015,2016A000212,Business non-profit institutions,Male employees,Average annual hours worked,Hours,units,1774.0,False,False,True,False,False,1
2015,2016A000212,Business non-profit institutions,Female employees,Average annual hours worked,Hours,units,1627.0,False,False,True,False,False,0
2015,2016A000212,Government non-profit institutions,Male employees,Average annual hours worked,Hours,units,1647.0,False,False,True,False,False,1
2015,2016A000212,Government non-profit institutions,Female employees,Average annual hours worked,Hours,units,1631.0,False,False,True,False,False,0
2016,2016A000212,Total non-profit institutions,Male employees,Average annual hours worked,Hours,units,1702.0,False,False,True,False,False,1
2016,2016A000212,Total non-profit institutions,Female employees,Average annual hours worked,Hours,units,1656.0,False,False,True,False,False,0
2016,2016A000212,Total non-profit institutions excluding governments,Male employees,Average annual hours worked,Hours,units,1652.0,False,False,True,False,False,1
2016,2016A000212,Total non-profit institutions excluding governments,Female employees,Average annual hours worked,Hours,units,1534.0,False,False,True,False,False,0
2016,2016A000212,Non-profit institutions serving households (community organizations),Male employees,Average annual hours worked,Hours,units,1629.0,False,False,True,False,False,1
2016,2016A000212,Non-profit institutions serving households (community organizations),Female employees,Average annual hours worked,Hours,units,1525.0,False,False,True,False,False,0
2016,2016A000212,Business non-profit institutions,Male employees,Average annual hours worked,Hours,units,1712.0,False,False,True,False,False,1
2016,2016A000212,Business non-profit institutions,Female employees,Average annual hours worked,Hours,units,1575.0,False,False,True,False,False,0
2016,2016A000212,Government non-profit institutions,Male employees,Average annual hours worked,Hours,units,1725.0,False,False,True,False,False,1
2016,2016A000212,Government non-profit institutions,Female employees,Average annual hours worked,Hours,units,1698.0,False,False,True,False,False,0
2017,2016A000212,Total non-profit institutions,Male employees,Average annual hours worked,Hours,units,1633.0,False,False,True,False,False,1
2017,2016A000212,Total non-profit institutions,Female employees,Average annual hours worked,Hours,units,1591.0,False,False,True,False,False,0
2017,2016A000212,Total non-profit institutions excluding governments,Male employees,Average annual hours worked,Hours,units,1627.0,False,False,True,False,False,1
2017,2016A000212,Total non-profit institutions excluding governments,Female employees,Average annual hours worked,Hours,units,1526.0,False,False,True,False,False,0
2017,2016A000212,Non-profit institutions serving households (community organizations),Male employees,Average annual hours worked,Hours,units,1593.0,False,False,True,False,False,1
2017,2016A000212,Non-profit institutions serving households (community organizations),Female employees,Average annual hours worked,Hours,units,1513.0,False,False,True,False,False,0
2017,2016A000212,Business non-profit institutions,Male employees,Average annual hours worked,Hours,units,1718.0,False,False,True,False,False,1
2017,2016A000212,Business non-profit institutions,Female employees,Average annual hours worked,Hours,units,1587.0,False,False,True,False,False,0
2017,2016A000212,Government non-profit institutions,Male employees,Average annual hours worked,Hours,units,1636.0,False,False,True,False,False,1
2017,2016A000212,Government non-profit institutions,Female employees,Average annual hours worked,Hours,units,1613.0,False,False,True,False,False,0
2018,2016A000212,Total non-profit institutions,Male employees,Average annual hours worked,Hours,units,1648.0,False,False,True,False,False,1
2018,2016A000212,Total non-profit institutions,Female employees,Average annual hours worked,Hours,units,1620.0,False,False,True,False,False,0
2018,2016A000212,Total non-profit institutions excluding governments,Male employees,Average annual hours worked,Hours,units,1646.0,False,False,True,False,False,1
2018,2016A000212,Total non-profit institutions excluding governments,Female employees,Average annual hours worked,Hours,units,1562.0,False,False,True,False,False,0
2018,2016A000212,Non-profit institutions serving households (community organizations),Male employees,Average annual hours worked,Hours,units,1613.0,False,False,True,False,False,1
2018,2016A000212,Non-profit institutions serving households (community organizations),Female employees,Average annual hours worked,Hours,units,1549.0,False,False,True,False,False,0
2018,2016A000212,Business non-profit institutions,Male employees,Average annual hours worked,Hours,units,1737.0,False,False,True,False,False,1
2018,2016A000212,Business non-profit institutions,Female employees,Average annual hours worked,Hours,units,1630.0,False,False,True,False,False,0
2018,2016A000212,Government non-profit institutions,Male employees,Average annual hours worked,Hours,units,1649.0,False,False,True,False,False,1
2018,2016A000212,Government non-profit institutions,Female employees,Average annual hours worked,Hours,units,1640.0,False,False,True,False,False,0
2013,2016A000235,Total non-profit institutions,Male employees,Average annual hours worked,Hours,units,1619.0,False,False,False,True,False,1
2013,2016A000235,Total non-profit institutions,Female employees,Average annual hours worked,Hours,units,1569.0,False,False,False,True,False,0
2013,2016A000235,Total non-profit institutions excluding governments,Male employees,Average annual hours worked,Hours,units,1681.0,False,False,False,True,False,1
2013,2016A000235,Total non-profit institutions excluding governments,Female employees,Average annual hours worked,Hours,units,1558.0,False,False,False,True,False,0
2013,2016A000235,Non-profit institutions serving households (community organizations),Male employees,Average annual hours worked,Hours,units,1667.0,False,False,False,True,False,1
2013,2016A000235,Non-profit institutions serving households (community organizations),Female employees,Average annual hours worked,Hours,units,1539.0,False,False,False,True,False,0
2013,2016A000235,Business non-profit institutions,Male employees,Average annual hours worked,Hours,units,1712.0,False,False,False,True,False,1
2013,2016A000235,Business non-profit institutions,Female employees,Average annual hours worked,Hours,units,1629.0,False,False,False,True,False,0
2013,2016A000235,Government non-profit institutions,Male employees,Average annual hours worked,Hours,units,1572.0,False,False,False,True,False,1
2013,2016A000235,Government non-profit institutions,Female employees,Average annual hours worked,Hours,units,1575.0,False,False,False,True,False,0
2014,2016A000235,Total non-profit institutions,Male employees,Average annual hours worked,Hours,units,1613.0,False,False,False,True,False,1
2014,2016A000235,Total non-profit institutions,Female employees,Average annual hours worked,Hours,units,1565.0,False,False,False,True,False,0
2014,2016A000235,Total non-profit institutions excluding governments,Male employees,Average annual hours worked,Hours,units,1666.0,False,False,False,True,False,1
2014,2016A000235,Total non-profit institutions excluding governments,Female employees,Average annual hours worked,Hours,units,1550.0,False,False,False,True,False,0
2014,2016A000235,Non-profit institutions serving households (community organizations),Male employees,Average annual hours worked,Hours,units,1650.0,False,False,False,True,False,1
2014,2016A000235,Non-profit institutions serving households (community organizations),Female employees,Average annual hours worked,Hours,units,1538.0,False,False,False,True,False,0
2014,2016A000235,Business non-profit institutions,Male employees,Average annual hours worked,Hours,units,1699.0,False,False,False,True,False,1
2014,2016A000235,Business non-profit institutions,Female employees,Average annual hours worked,Hours,units,1598.0,False,False,False,True,False,0
2014,2016A000235,Government non-profit institutions,Male employees,Average annual hours worked,Hours,units,1572.0,False,False,False,True,False,1
2014,2016A000235,Government non-profit institutions,Female employees,Average annual hours worked,Hours,units,1574.0,False,False,False,True,False,0
2015,2016A000235,Total non-profit institutions,Male employees,Average annual hours worked,Hours,units,1621.0,False,False,False,True,False,1
2015,2016A000235,Total non-profit institutions,Female employees,Average annual hours worked,Hours,units,1575.0,False,False,False,True,False,0
2015,2016A000235,Total non-profit institutions excluding governments,Male employees,Average annual hours worked,Hours,units,1655.0,False,False,False,True,False,1
2015,2016A000235,Total non-profit institutions excluding governments,Female employees,Average annual hours worked,Hours,units,1547.0,False,False,False,True,False,0
2015,2016A000235,Non-profit institutions serving households (community organizations),Male employees,Average annual hours worked,Hours,units,1620.0,False,False,False,True,False,1
2015,2016A000235,Non-profit institutions serving households (community organizations),Female employees,Average annual hours worked,Hours,units,1526.0,False,False,False,True,False,0
2015,2016A000235,Business non-profit institutions,Male employees,Average annual hours worked,Hours,units,1728.0,False,False,False,True,False,1
2015,2016A000235,Business non-profit institutions,Female employees,Average annual hours worked,Hours,units,1623.0,False,False,False,True,False,0
2015,2016A000235,Government non-profit institutions,Male employees,Average annual hours worked,Hours,units,1593.0,False,False,False,True,False,1
2015,2016A000235,Government non-profit institutions,Female employees,Average annual hours worked,Hours,units,1592.0,False,False,False,True,False,0
2016,2016A000235,Total non-profit institutions,Male employees,Average annual hours worked,Hours,units,1613.0,False,False,False,True,False,1
2016,2016A000235,Total non-profit institutions,Female employees,Average annual hours worked,Hours,units,1580.0,False,False,False,True,False,0
2016,2016A000235,Total non-profit institutions excluding governments,Male employees,Average annual hours worked,Hours,units,1638.0,False,False,False,True,False,1
2016,2016A000235,Total non-profit institutions excluding governments,Female employees,Average annual hours worked,Hours,units,1549.0,False,False,False,True,False,0
2016,2016A000235,Non-profit institutions serving households (community organizations),Male employees,Average annual hours worked,Hours,units,1598.0,False,False,False,True,False,1
2016,2016A000235,Non-profit institutions serving households (community organizations),Female employees,Average annual hours worked,Hours,units,1528.0,False,False,False,True,False,0
2016,2016A000235,Business non-profit institutions,Male employees,Average annual hours worked,Hours,units,1720.0,False,False,False,True,False,1
2016,2016A000235,Business non-profit institutions,Female employees,Average annual hours worked,Hours,units,1625.0,False,False,False,True,False,0
2016,2016A000235,Government non-profit institutions,Male employees,Average annual hours worked,Hours,units,1593.0,False,False,False,True,False,1
2016,2016A000235,Government non-profit institutions,Female employees,Average annual hours worked,Hours,units,1599.0,False,False,False,True,False,0
2017,2016A000235,Total non-profit institutions,Male employees,Average annual hours worked,Hours,units,1606.0,False,False,False,True,False,1
2017,2016A000235,Total non-profit institutions,Female employees,Average annual hours worked,Hours,units,1581.0,False,False,False,True,False,0
2017,2016A000235,Total non-profit institutions excluding governments,Male employees,Average annual hours worked,Hours,units,1641.0,False,False,False,True,False,1
2017,2016A000235,Total non-profit institutions excluding governments,Female employees,Average annual hours worked,Hours,units,1550.0,False,False,False,True,False,0
2017,2016A000235,Non-profit institutions serving households (community organizations),Male employees,Average annual hours worked,Hours,units,1605.0,False,False,False,True,False,1
2017,2016A000235,Non-profit institutions serving households (community organizations),Female employees,Average annual hours worked,Hours,units,1528.0,False,False,False,True,False,0
2017,2016A000235,Business non-profit institutions,Male employees,Average annual hours worked,Hours,units,1719.0,False,False,False,True,False,1
2017,2016A000235,Business non-profit institutions,Female employees,Average annual hours worked,Hours,units,1634.0,False,False,False,True,False,0
2017,2016A000235,Government non-profit institutions,Male employees,Average annual hours worked,Hours,units,1579.0,False,False,False,True,False,1
2017,2016A000235,Government non-profit institutions,Female employees,Average annual hours worked,Hours,units,1600.0,False,False,False,True,False,0
2018,2016A000235,Total non-profit institutions,Male employees,Average annual hours worked,Hours,units,1600.0,False,False,False,True,False,1
2018,2016A000235,Total non-profit institutions,Female employees,Average annual hours worked,Hours,units,1592.0,False,False,False,True,False,0
2018,2016A000235,Total non-profit institutions excluding governments,Male employees,Average annual hours worked,Hours,units,1613.0,False,False,False,True,False,1
2018,2016A000235,Total non-profit institutions excluding governments,Female employees,Average annual hours worked,Hours,units,1550.0,False,False,False,True,False,0
2018,2016A000235,Non-profit institutions serving households (community organizations),Male employees,Average annual hours worked,Hours,units,1568.0,False,False,False,True,False,1
2018,2016A000235,Non-profit institutions serving households (community organizations),Female employees,Average annual hours worked,Hours,units,1529.0,False,False,False,True,False,0
