REF_DATE,DGUID,Sector,Characteristics,Indicators,UOM,SCALAR_FACTOR,VALUE,GEO_Alberta,GEO_British Columbia,GEO_Nova Scotia,GEO_Ontario,GEO_Quebec,Immigrant_status
2017,2016A000212,Total non-profit institutions excluding governments,Immigrant employees,Average hourly wage,Dollars,units,20.63,False,False,True,False,False,0
2017,2016A000212,Total non-profit institutions excluding governments,Non-immigrant employees,Average hourly wage,Dollars,units,21.49,False,False,True,False,False,1
2017,2016A000212,Non-profit institutions serving households (community organizations),Immigrant employees,Average hourly wage,Dollars,units,20.12,False,False,True,False,False,0
2017,2016A000212,Non-profit institutions serving households (community organizations),Non-immigrant employees,Average hourly wage,Dollars,units,20.73,False,False,True,False,False,1
2017,2016A000212,Business non-profit institutions,Immigrant employees,Average hourly wage,Dollars,units,22.64,False,False,True,False,False,0
2017,2016A000212,Business non-profit institutions,Non-immigrant employees,Average hourly wage,Dollars,units,24.32,False,False,True,False,False,1
2017,2016A000212,Government non-profit institutions,Immigrant employees,Average hourly wage,Dollars,units,31.42,False,False,True,False,False,0
2017,2016A000212,Government non-profit institutions,Non-immigrant employees,Average hourly wage,Dollars,units,28.9,False,False,True,False,False,1
2018,2016A000212,Total non-profit institutions,Immigrant employees,Average hourly wage,Dollars,units,30.23,False,False,True,False,False,0
2018,2016A000212,Total non-profit institutions,Non-immigrant employees,Average hourly wage,Dollars,units,27.89,False,False,True,False,False,1
2018,2016A000212,Total non-profit institutions excluding governments,Immigrant employees,Average hourly wage,Dollars,units,20.85,False,False,True,False,False,0
2018,2016A000212,Total non-profit institutions excluding governments,Non-immigrant employees,Average hourly wage,Dollars,units,21.54,False,False,True,False,False,1
2018,2016A000212,Non-profit institutions serving households (community organizations),Immigrant employees,Average hourly wage,Dollars,units,20.3,False,False,True,False,False,0
2018,2016A000212,Non-profit institutions serving households (community organizations),Non-immigrant employees,Average hourly wage,Dollars,units,20.78,False,False,True,False,False,1
2018,2016A000212,Business non-profit institutions,Immigrant employees,Average hourly wage,Dollars,units,22.96,False,False,True,False,False,0
2018,2016A000212,Business non-profit institutions,Non-immigrant employees,Average hourly wage,Dollars,units,24.39,False,False,True,False,False,1
2018,2016A000212,Government non-profit institutions,Immigrant employees,Average hourly wage,Dollars,units,32.52,False,False,True,False,False,0
2018,2016A000212,Government non-profit institutions,Non-immigrant employees,Average hourly wage,Dollars,units,30.22,False,False,True,False,False,1
2013,2016A000235,Total non-profit institutions,Immigrant employees,Average hourly wage,Dollars,units,29.97,False,False,False,True,False,0
2013,2016A000235,Total non-profit institutions,Non-immigrant employees,Average hourly wage,Dollars,units,29.57,False,False,False,True,False,1
2013,2016A000235,Total non-profit institutions excluding governments,Immigrant employees,Average hourly wage,Dollars,units,23.56,False,False,False,True,False,0
2013,2016A000235,Total non-profit institutions excluding governments,Non-immigrant employees,Average hourly wage,Dollars,units,24.63,False,False,False,True,False,1
2013,2016A000235,Non-profit institutions serving households (community organizations),Immigrant employees,Average hourly wage,Dollars,units,22.6,False,False,False,True,False,0
2013,2016A000235,Non-profit institutions serving households (community organizations),Non-immigrant employees,Average hourly wage,Dollars,units,23.8,False,False,False,True,False,1
2013,2016A000235,Business non-profit institutions,Immigrant employees,Average hourly wage,Dollars,units,26.2,False,False,False,True,False,0
2013,2016A000235,Business non-profit institutions,Non-immigrant employees,Average hourly wage,Dollars,units,27.0,False,False,False,True,False,1
2013,2016A000235,Government non-profit institutions,Immigrant employees,Average hourly wage,Dollars,units,33.72,False,False,False,True,False,0
2013,2016A000235,Government non-profit institutions,Non-immigrant employees,Average hourly wage,Dollars,units,32.83,False,False,False,True,False,1
2014,2016A000235,Total non-profit institutions,Immigrant employees,Average hourly wage,Dollars,units,30.84,False,False,False,True,False,0
2014,2016A000235,Total non-profit institutions,Non-immigrant employees,Average hourly wage,Dollars,units,30.38,False,False,False,True,False,1
2014,2016A000235,Total non-profit institutions excluding governments,Immigrant employees,Average hourly wage,Dollars,units,24.25,False,False,False,True,False,0
2014,2016A000235,Total non-profit institutions excluding governments,Non-immigrant employees,Average hourly wage,Dollars,units,25.39,False,False,False,True,False,1
2014,2016A000235,Non-profit institutions serving households (community organizations),Immigrant employees,Average hourly wage,Dollars,units,23.1,False,False,False,True,False,0
2014,2016A000235,Non-profit institutions serving households (community organizations),Non-immigrant employees,Average hourly wage,Dollars,units,24.34,False,False,False,True,False,1
2014,2016A000235,Business non-profit institutions,Immigrant employees,Average hourly wage,Dollars,units,27.49,False,False,False,True,False,0
2014,2016A000235,Business non-profit institutions,Non-immigrant employees,Average hourly wage,Dollars,units,28.4,False,False,False,True,False,1
2014,2016A000235,Government non-profit institutions,Immigrant employees,Average hourly wage,Dollars,units,34.67,False,False,False,True,False,0
2014,2016A000235,Government non-profit institutions,Non-immigrant employees,Average hourly wage,Dollars,units,33.67,False,False,False,True,False,1
2015,2016A000235,Total non-profit institutions,Immigrant employees,Average hourly wage,Dollars,units,31.51,False,False,False,True,False,0
2015,2016A000235,Total non-profit institutions,Non-immigrant employees,Average hourly wage,Dollars,units,31.05,False,False,False,True,False,1
2015,2016A000235,Total non-profit institutions excluding governments,Immigrant employees,Average hourly wage,Dollars,units,25.06,False,False,False,True,False,0
2015,2016A000235,Total non-profit institutions excluding governments,Non-immigrant employees,Average hourly wage,Dollars,units,26.13,False,False,False,True,False,1
2015,2016A000235,Non-profit institutions serving households (community organizations),Immigrant employees,Average hourly wage,Dollars,units,23.87,False,False,False,True,False,0
2015,2016A000235,Non-profit institutions serving households (community organizations),Non-immigrant employees,Average hourly wage,Dollars,units,24.99,False,False,False,True,False,1
2015,2016A000235,Business non-profit institutions,Immigrant employees,Average hourly wage,Dollars,units,28.2,False,False,False,True,False,0
2015,2016A000235,Business non-profit institutions,Non-immigrant employees,Average hourly wage,Dollars,units,29.24,False,False,False,True,False,1
2015,2016A000235,Government non-profit institutions,Immigrant employees,Average hourly wage,Dollars,units,35.28,False,False,False,True,False,0
2015,2016A000235,Government non-profit institutions,Non-immigrant employees,Average hourly wage,Dollars,units,34.33,False,False,False,True,False,1
2016,2016A000235,Total non-profit institutions,Immigrant employees,Average hourly wage,Dollars,units,31.5,False,False,False,True,False,0
2016,2016A000235,Total non-profit institutions,Non-immigrant employees,Average hourly wage,Dollars,units,31.07,False,False,False,True,False,1
2016,2016A000235,Total non-profit institutions excluding governments,Immigrant employees,Average hourly wage,Dollars,units,25.29,False,False,False,True,False,0
2016,2016A000235,Total non-profit institutions excluding governments,Non-immigrant employees,Average hourly wage,Dollars,units,26.41,False,False,False,True,False,1
2016,2016A000235,Non-profit institutions serving households (community organizations),Immigrant employees,Average hourly wage,Dollars,units,24.0,False,False,False,True,False,0
2016,2016A000235,Non-profit institutions serving households (community organizations),Non-immigrant employees,Average hourly wage,Dollars,units,25.19,False,False,False,True,False,1
2016,2016A000235,Business non-profit institutions,Immigrant employees,Average hourly wage,Dollars,units,28.67,False,False,False,True,False,0
2016,2016A000235,Business non-profit institutions,Non-immigrant employees,Average hourly wage,Dollars,units,29.84,False,False,False,True,False,1
2016,2016A000235,Government non-profit institutions,Immigrant employees,Average hourly wage,Dollars,units,35.2,False,False,False,True,False,0
2016,2016A000235,Government non-profit institutions,Non-immigrant employees,Average hourly wage,Dollars,units,34.18,False,False,False,True,False,1
2017,2016A000235,Total non-profit institutions,Immigrant employees,Average hourly wage,Dollars,units,31.8,False,False,False,True,False,0
2017,2016A000235,Total non-profit institutions,Non-immigrant employees,Average hourly wage,Dollars,units,31.41,False,False,False,True,False,1
2017,2016A000235,Total non-profit institutions excluding governments,Immigrant employees,Average hourly wage,Dollars,units,25.93,False,False,False,True,False,0
2017,2016A000235,Total non-profit institutions excluding governments,Non-immigrant employees,Average hourly wage,Dollars,units,27.11,False,False,False,True,False,1
