REF_DATE,DGUID,Sector,Characteristics,Indicators,UOM,SCALAR_FACTOR,VALUE,GEO_Alberta,GEO_British Columbia,GEO_Nova Scotia,GEO_Ontario,GEO_Quebec,Age_group
2014,2016A000248,Total non-profit institutions,15 to 24 years,Number of jobs,Jobs,units,28727.0,True,False,False,False,False,20
2014,2016A000248,Total non-profit institutions,25 to 34 years,Number of jobs,Jobs,units,61714.0,True,False,False,False,False,30
2014,2016A000248,Total non-profit institutions,35 to 44 years,Number of jobs,Jobs,units,54901.0,True,False,False,False,False,40
2014,2016A000248,Total non-profit institutions,45 to 54 years,Number of jobs,Jobs,units,56073.0,True,False,False,False,False,50
2014,2016A000248,Total non-profit institutions,55 to 64 years,Number of jobs,Jobs,units,46140.0,True,False,False,False,False,60
2014,2016A000248,Total non-profit institutions,65 years old and over,Number of jobs,Jobs,units,14219.0,True,False,False,False,False,70
2014,2016A000248,Total non-profit institutions excluding governments,15 to 24 years,Number of jobs,Jobs,units,11320.0,True,False,False,False,False,20
2014,2016A000248,Total non-profit institutions excluding governments,25 to 34 years,Number of jobs,Jobs,units,17344.0,True,False,False,False,False,30
2014,2016A000248,Total non-profit institutions excluding governments,35 to 44 years,Number of jobs,Jobs,units,15788.0,True,False,False,False,False,40
2014,2016A000248,Total non-profit institutions excluding governments,45 to 54 years,Number of jobs,Jobs,units,15782.0,True,False,False,False,False,50
2014,2016A000248,Total non-profit institutions excluding governments,55 to 64 years,Number of jobs,Jobs,units,13507.0,True,False,False,False,False,60
2014,2016A000248,Total non-profit institutions excluding governments,65 years old and over,Number of jobs,Jobs,units,4664.0,True,False,False,False,False,70
2014,2016A000248,Non-profit institutions serving households (community organizations),15 to 24 years,Number of jobs,Jobs,units,7711.0,True,False,False,False,False,20
2014,2016A000248,Non-profit institutions serving households (community organizations),25 to 34 years,Number of jobs,Jobs,units,12758.0,True,False,False,False,False,30
2014,2016A000248,Non-profit institutions serving households (community organizations),35 to 44 years,Number of jobs,Jobs,units,11962.0,True,False,False,False,False,40
2014,2016A000248,Non-profit institutions serving households (community organizations),45 to 54 years,Number of jobs,Jobs,units,11888.0,True,False,False,False,False,50
2014,2016A000248,Non-profit institutions serving households (community organizations),55 to 64 years,Number of jobs,Jobs,units,10305.0,True,False,False,False,False,60
2014,2016A000248,Non-profit institutions serving households (community organizations),65 years old and over,Number of jobs,Jobs,units,3656.0,True,False,False,False,False,70
2014,2016A000248,Business non-profit institutions,15 to 24 years,Number of jobs,Jobs,units,3610.0,True,False,False,False,False,20
2014,2016A000248,Business non-profit institutions,25 to 34 years,Number of jobs,Jobs,units,4586.0,True,False,False,False,False,30
2014,2016A000248,Business non-profit institutions,35 to 44 years,Number of jobs,Jobs,units,3826.0,True,False,False,False,False,40
2014,2016A000248,Business non-profit institutions,45 to 54 years,Number of jobs,Jobs,units,3893.0,True,False,False,False,False,50
2014,2016A000248,Business non-profit institutions,55 to 64 years,Number of jobs,Jobs,units,3201.0,True,False,False,False,False,60
2014,2016A000248,Business non-profit institutions,65 years old and over,Number of jobs,Jobs,units,1008.0,True,False,False,False,False,70
2014,2016A000248,Government non-profit institutions,15 to 24 years,Number of jobs,Jobs,units,17407.0,True,False,False,False,False,20
2014,2016A000248,Government non-profit institutions,25 to 34 years,Number of jobs,Jobs,units,44370.0,True,False,False,False,False,30
2014,2016A000248,Government non-profit institutions,35 to 44 years,Number of jobs,Jobs,units,39113.0,True,False,False,False,False,40
2014,2016A000248,Government non-profit institutions,45 to 54 years,Number of jobs,Jobs,units,40291.0,True,False,False,False,False,50
2014,2016A000248,Government non-profit institutions,55 to 64 years,Number of jobs,Jobs,units,32634.0,True,False,False,False,False,60
2014,2016A000248,Government non-profit institutions,65 years old and over,Number of jobs,Jobs,units,9555.0,True,False,False,False,False,70
2015,2016A000248,Total non-profit institutions,15 to 24 years,Number of jobs,Jobs,units,29444.0,True,False,False,False,False,20
2015,2016A000248,Total non-profit institutions,25 to 34 years,Number of jobs,Jobs,units,63681.0,True,False,False,False,False,30
2015,2016A000248,Total non-profit institutions,35 to 44 years,Number of jobs,Jobs,units,56239.0,True,False,False,False,False,40
2015,2016A000248,Total non-profit institutions,45 to 54 years,Number of jobs,Jobs,units,55956.0,True,False,False,False,False,50
2015,2016A000248,Total non-profit institutions,55 to 64 years,Number of jobs,Jobs,units,47376.0,True,False,False,False,False,60
2015,2016A000248,Total non-profit institutions,65 years old and over,Number of jobs,Jobs,units,15111.0,True,False,False,False,False,70
2015,2016A000248,Total non-profit institutions excluding governments,15 to 24 years,Number of jobs,Jobs,units,12038.0,True,False,False,False,False,20
2015,2016A000248,Total non-profit institutions excluding governments,25 to 34 years,Number of jobs,Jobs,units,18015.0,True,False,False,False,False,30
2015,2016A000248,Total non-profit institutions excluding governments,35 to 44 years,Number of jobs,Jobs,units,16190.0,True,False,False,False,False,40
2015,2016A000248,Total non-profit institutions excluding governments,45 to 54 years,Number of jobs,Jobs,units,15691.0,True,False,False,False,False,50
2015,2016A000248,Total non-profit institutions excluding governments,55 to 64 years,Number of jobs,Jobs,units,13741.0,True,False,False,False,False,60
2015,2016A000248,Total non-profit institutions excluding governments,65 years old and over,Number of jobs,Jobs,units,4838.0,True,False,False,False,False,70
2015,2016A000248,Non-profit institutions serving households (community organizations),15 to 24 years,Number of jobs,Jobs,units,8161.0,True,False,False,False,False,20
2015,2016A000248,Non-profit institutions serving households (community organizations),25 to 34 years,Number of jobs,Jobs,units,13234.0,True,False,False,False,False,30
2015,2016A000248,Non-profit institutions serving households (community organizations),35 to 44 years,Number of jobs,Jobs,units,12265.0,True,False,False,False,False,40
2015,2016A000248,Non-profit institutions serving households (community organizations),45 to 54 years,Number of jobs,Jobs,units,11794.0,True,False,False,False,False,50
2015,2016A000248,Non-profit institutions serving households (community organizations),55 to 64 years,Number of jobs,Jobs,units,10468.0,True,False,False,False,False,60
2015,2016A000248,Non-profit institutions serving households (community organizations),65 years old and over,Number of jobs,Jobs,units,3784.0,True,False,False,False,False,70
2015,2016A000248,Business non-profit institutions,15 to 24 years,Number of jobs,Jobs,units,3876.0,True,False,False,False,False,20
2015,2016A000248,Business non-profit institutions,25 to 34 years,Number of jobs,Jobs,units,4781.0,True,False,False,False,False,30
2015,2016A000248,Business non-profit institutions,35 to 44 years,Number of jobs,Jobs,units,3924.0,True,False,False,False,False,40
2015,2016A000248,Business non-profit institutions,45 to 54 years,Number of jobs,Jobs,units,3897.0,True,False,False,False,False,50
2015,2016A000248,Business non-profit institutions,55 to 64 years,Number of jobs,Jobs,units,3273.0,True,False,False,False,False,60
2015,2016A000248,Business non-profit institutions,65 years old and over,Number of jobs,Jobs,units,1054.0,True,False,False,False,False,70
2015,2016A000248,Government non-profit institutions,15 to 24 years,Number of jobs,Jobs,units,17406.0,True,False,False,False,False,20
2015,2016A000248,Government non-profit institutions,25 to 34 years,Number of jobs,Jobs,units,45666.0,True,False,False,False,False,30
2015,2016A000248,Government non-profit institutions,35 to 44 years,Number of jobs,Jobs,units,40049.0,True,False,False,False,False,40
2015,2016A000248,Government non-profit institutions,45 to 54 years,Number of jobs,Jobs,units,40265.0,True,False,False,False,False,50
2015,2016A000248,Government non-profit institutions,55 to 64 years,Number of jobs,Jobs,units,33635.0,True,False,False,False,False,60
2015,2016A000248,Government non-profit institutions,65 years old and over,Number of jobs,Jobs,units,10273.0,True,False,False,False,False,70
2016,2016A000248,Total non-profit institutions,15 to 24 years,Number of jobs,Jobs,units,29526.0,True,False,False,False,False,20
2016,2016A000248,Total non-profit institutions,25 to 34 years,Number of jobs,Jobs,units,64245.0,True,False,False,False,False,30
2016,2016A000248,Total non-profit institutions,35 to 44 years,Number of jobs,Jobs,units,58538.0,True,False,False,False,False,40
2016,2016A000248,Total non-profit institutions,45 to 54 years,Number of jobs,Jobs,units,56543.0,True,False,False,False,False,50
2016,2016A000248,Total non-profit institutions,55 to 64 years,Number of jobs,Jobs,units,47824.0,True,False,False,False,False,60
2016,2016A000248,Total non-profit institutions,65 years old and over,Number of jobs,Jobs,units,15887.0,True,False,False,False,False,70
2016,2016A000248,Total non-profit institutions excluding governments,15 to 24 years,Number of jobs,Jobs,units,12568.0,True,False,False,False,False,20
2016,2016A000248,Total non-profit institutions excluding governments,25 to 34 years,Number of jobs,Jobs,units,17827.0,True,False,False,False,False,30
2016,2016A000248,Total non-profit institutions excluding governments,35 to 44 years,Number of jobs,Jobs,units,16433.0,True,False,False,False,False,40
2016,2016A000248,Total non-profit institutions excluding governments,45 to 54 years,Number of jobs,Jobs,units,15412.0,True,False,False,False,False,50
2016,2016A000248,Total non-profit institutions excluding governments,55 to 64 years,Number of jobs,Jobs,units,13600.0,True,False,False,False,False,60
2016,2016A000248,Total non-profit institutions excluding governments,65 years old and over,Number of jobs,Jobs,units,5289.0,True,False,False,False,False,70
2016,2016A000248,Non-profit institutions serving households (community organizations),15 to 24 years,Number of jobs,Jobs,units,8613.0,True,False,False,False,False,20
2016,2016A000248,Non-profit institutions serving households (community organizations),25 to 34 years,Number of jobs,Jobs,units,13010.0,True,False,False,False,False,30
2016,2016A000248,Non-profit institutions serving households (community organizations),35 to 44 years,Number of jobs,Jobs,units,12348.0,True,False,False,False,False,40
2016,2016A000248,Non-profit institutions serving households (community organizations),45 to 54 years,Number of jobs,Jobs,units,11552.0,True,False,False,False,False,50
2016,2016A000248,Non-profit institutions serving households (community organizations),55 to 64 years,Number of jobs,Jobs,units,10302.0,True,False,False,False,False,60
2016,2016A000248,Non-profit institutions serving households (community organizations),65 years old and over,Number of jobs,Jobs,units,4101.0,True,False,False,False,False,70
2016,2016A000248,Business non-profit institutions,15 to 24 years,Number of jobs,Jobs,units,3955.0,True,False,False,False,False,20
2016,2016A000248,Business non-profit institutions,25 to 34 years,Number of jobs,Jobs,units,4817.0,True,False,False,False,False,30
2016,2016A000248,Business non-profit institutions,35 to 44 years,Number of jobs,Jobs,units,4084.0,True,False,False,False,False,40
2016,2016A000248,Business non-profit institutions,45 to 54 years,Number of jobs,Jobs,units,3860.0,True,False,False,False,False,50
2016,2016A000248,Business non-profit institutions,55 to 64 years,Number of jobs,Jobs,units,3299.0,True,False,False,False,False,60
2016,2016A000248,Business non-profit institutions,65 years old and over,Number of jobs,Jobs,units,1188.0,True,False,False,False,False,70
2016,2016A000248,Government non-profit institutions,15 to 24 years,Number of jobs,Jobs,units,16959.0,True,False,False,False,False,20
2016,2016A000248,Government non-profit institutions,25 to 34 years,Number of jobs,Jobs,units,46419.0,True,False,False,False,False,30
2016,2016A000248,Government non-profit institutions,35 to 44 years,Number of jobs,Jobs,units,42105.0,True,False,False,False,False,40
2016,2016A000248,Government non-profit institutions,45 to 54 years,Number of jobs,Jobs,units,41130.0,True,False,False,False,False,50
2016,2016A000248,Government non-profit institutions,55 to 64 years,Number of jobs,Jobs,units,34224.0,True,False,False,False,False,60
2016,2016A000248,Government non-profit institutions,65 years old and over,Number of jobs,Jobs,units,10599.0,True,False,False,False,False,70
2017,2016A000248,Total non-profit institutions,15 to 24 years,Number of jobs,Jobs,units,28569.0,True,False,False,False,False,20
2017,2016A000248,Total non-profit institutions,25 to 34 years,Number of jobs,Jobs,units,64182.0,True,False,False,False,False,30
2017,2016A000248,Total non-profit institutions,35 to 44 years,Number of jobs,Jobs,units,60451.0,True,False,False,False,False,40
2017,2016A000248,Total non-profit institutions,45 to 54 years,Number of jobs,Jobs,units,56709.0,True,False,False,False,False,50
2017,2016A000248,Total non-profit institutions,55 to 64 years,Number of jobs,Jobs,units,47948.0,True,False,False,False,False,60
2017,2016A000248,Total non-profit institutions,65 years old and over,Number of jobs,Jobs,units,16444.0,True,False,False,False,False,70
2017,2016A000248,Total non-profit institutions excluding governments,15 to 24 years,Number of jobs,Jobs,units,11992.0,True,False,False,False,False,20
2017,2016A000248,Total non-profit institutions excluding governments,25 to 34 years,Number of jobs,Jobs,units,17898.0,True,False,False,False,False,30
2017,2016A000248,Total non-profit institutions excluding governments,35 to 44 years,Number of jobs,Jobs,units,16947.0,True,False,False,False,False,40
2017,2016A000248,Total non-profit institutions excluding governments,45 to 54 years,Number of jobs,Jobs,units,15592.0,True,False,False,False,False,50
2017,2016A000248,Total non-profit institutions excluding governments,55 to 64 years,Number of jobs,Jobs,units,13683.0,True,False,False,False,False,60
2017,2016A000248,Total non-profit institutions excluding governments,65 years old and over,Number of jobs,Jobs,units,5424.0,True,False,False,False,False,70
2017,2016A000248,Non-profit institutions serving households (community organizations),15 to 24 years,Number of jobs,Jobs,units,8583.0,True,False,False,False,False,20
2017,2016A000248,Non-profit institutions serving households (community organizations),25 to 34 years,Number of jobs,Jobs,units,13302.0,True,False,False,False,False,30
2017,2016A000248,Non-profit institutions serving households (community organizations),35 to 44 years,Number of jobs,Jobs,units,12854.0,True,False,False,False,False,40
2017,2016A000248,Non-profit institutions serving households (community organizations),45 to 54 years,Number of jobs,Jobs,units,11845.0,True,False,False,False,False,50
2017,2016A000248,Non-profit institutions serving households (community organizations),55 to 64 years,Number of jobs,Jobs,units,10454.0,True,False,False,False,False,60
2017,2016A000248,Non-profit institutions serving households (community organizations),65 years old and over,Number of jobs,Jobs,units,4236.0,True,False,False,False,False,70
2017,2016A000248,Business non-profit institutions,15 to 24 years,Number of jobs,Jobs,units,3409.0,True,False,False,False,False,20
2017,2016A000248,Business non-profit institutions,25 to 34 years,Number of jobs,Jobs,units,4597.0,True,False,False,False,False,30
2017,2016A000248,Business non-profit institutions,35 to 44 years,Number of jobs,Jobs,units,4093.0,True,False,False,False,False,40
2017,2016A000248,Business non-profit institutions,45 to 54 years,Number of jobs,Jobs,units,3747.0,True,False,False,False,False,50
2017,2016A000248,Business non-profit institutions,55 to 64 years,Number of jobs,Jobs,units,3229.0,True,False,False,False,False,60
2017,2016A000248,Business non-profit institutions,65 years old and over,Number of jobs,Jobs,units,1188.0,True,False,False,False,False,70
2017,2016A000248,Government non-profit institutions,15 to 24 years,Number of jobs,Jobs,units,16577.0,True,False,False,False,False,20
2017,2016A000248,Government non-profit institutions,25 to 34 years,Number of jobs,Jobs,units,46283.0,True,False,False,False,False,30
2017,2016A000248,Government non-profit institutions,35 to 44 years,Number of jobs,Jobs,units,43504.0,True,False,False,False,False,40
2017,2016A000248,Government non-profit institutions,45 to 54 years,Number of jobs,Jobs,units,41116.0,True,False,False,False,False,50
2017,2016A000248,Government non-profit institutions,55 to 64 years,Number of jobs,Jobs,units,34265.0,True,False,False,False,False,60
2017,2016A000248,Government non-profit institutions,65 years old and over,Number of jobs,Jobs,units,11020.0,True,False,False,False,False,70
2018,2016A000248,Total non-profit institutions,15 to 24 years,Number of jobs,Jobs,units,27486.0,True,False,False,False,False,20
2018,2016A000248,Total non-profit institutions,25 to 34 years,Number of jobs,Jobs,units,65383.0,True,False,False,False,False,30
2018,2016A000248,Total non-profit institutions,35 to 44 years,Number of jobs,Jobs,units,63646.0,True,False,False,False,False,40
2018,2016A000248,Total non-profit institutions,45 to 54 years,Number of jobs,Jobs,units,58331.0,True,False,False,False,False,50
2018,2016A000248,Total non-profit institutions,55 to 64 years,Number of jobs,Jobs,units,49114.0,True,False,False,False,False,60
2018,2016A000248,Total non-profit institutions,65 years old and over,Number of jobs,Jobs,units,16993.0,True,False,False,False,False,70
2018,2016A000248,Total non-profit institutions excluding governments,15 to 24 years,Number of jobs,Jobs,units,11448.0,True,False,False,False,False,20
2018,2016A000248,Total non-profit institutions excluding governments,25 to 34 years,Number of jobs,Jobs,units,18428.0,True,False,False,False,False,30
2018,2016A000248,Total non-profit institutions excluding governments,35 to 44 years,Number of jobs,Jobs,units,18004.0,True,False,False,False,False,40
2018,2016A000248,Total non-profit institutions excluding governments,45 to 54 years,Number of jobs,Jobs,units,16270.0,True,False,False,False,False,50
2018,2016A000248,Total non-profit institutions excluding governments,55 to 64 years,Number of jobs,Jobs,units,14216.0,True,False,False,False,False,60
2018,2016A000248,Total non-profit institutions excluding governments,65 years old and over,Number of jobs,Jobs,units,5644.0,True,False,False,False,False,70
2018,2016A000248,Non-profit institutions serving households (community organizations),15 to 24 years,Number of jobs,Jobs,units,8115.0,True,False,False,False,False,20
2018,2016A000248,Non-profit institutions serving households (community organizations),25 to 34 years,Number of jobs,Jobs,units,13718.0,True,False,False,False,False,30
2018,2016A000248,Non-profit institutions serving households (community organizations),35 to 44 years,Number of jobs,Jobs,units,13640.0,True,False,False,False,False,40
2018,2016A000248,Non-profit institutions serving households (community organizations),45 to 54 years,Number of jobs,Jobs,units,12389.0,True,False,False,False,False,50
2018,2016A000248,Non-profit institutions serving households (community organizations),55 to 64 years,Number of jobs,Jobs,units,10872.0,True,False,False,False,False,60
2018,2016A000248,Non-profit institutions serving households (community organizations),65 years old and over,Number of jobs,Jobs,units,4388.0,True,False,False,False,False,70
2018,2016A000248,Business non-profit institutions,15 to 24 years,Number of jobs,Jobs,units,3334.0,True,False,False,False,False,20
2018,2016A000248,Business non-profit institutions,25 to 34 years,Number of jobs,Jobs,units,4709.0,True,False,False,False,False,30
2018,2016A000248,Business non-profit institutions,35 to 44 years,Number of jobs,Jobs,units,4365.0,True,False,False,False,False,40
2018,2016A000248,Business non-profit institutions,45 to 54 years,Number of jobs,Jobs,units,3881.0,True,False,False,False,False,50
2018,2016A000248,Business non-profit institutions,55 to 64 years,Number of jobs,Jobs,units,3344.0,True,False,False,False,False,60
2018,2016A000248,Business non-profit institutions,65 years old and over,Number of jobs,Jobs,units,1256.0,True,False,False,False,False,70
2018,2016A000248,Government non-profit institutions,15 to 24 years,Number of jobs,Jobs,units,16037.0,True,False,False,False,False,20
2018,2016A000248,Government non-profit institutions,25 to 34 years,Number of jobs,Jobs,units,46955.0,True,False,False,False,False,30
2018,2016A000248,Government non-profit institutions,35 to 44 years,Number of jobs,Jobs,units,45641.0,True,False,False,False,False,40
2018,2016A000248,Government non-profit institutions,45 to 54 years,Number of jobs,Jobs,units,42061.0,True,False,False,False,False,50
2018,2016A000248,Government non-profit institutions,55 to 64 years,Number of jobs,Jobs,units,34897.0,True,False,False,False,False,60
2018,2016A000248,Government non-profit institutions,65 years old and over,Number of jobs,Jobs,units,11348.0,True,False,False,False,False,70
2013,2016A000259,Total non-profit institutions,15 to 24 years,Number of jobs,Jobs,units,24474.0,False,True,False,False,False,20
2013,2016A000259,Total non-profit institutions,25 to 34 years,Number of jobs,Jobs,units,58023.0,False,True,False,False,False,30
2013,2016A000259,Total non-profit institutions,35 to 44 years,Number of jobs,Jobs,units,60466.0,False,True,False,False,False,40
2013,2016A000259,Total non-profit institutions,45 to 54 years,Number of jobs,Jobs,units,70479.0,False,True,False,False,False,50
2013,2016A000259,Total non-profit institutions,55 to 64 years,Number of jobs,Jobs,units,59328.0,False,True,False,False,False,60
2013,2016A000259,Total non-profit institutions,65 years old and over,Number of jobs,Jobs,units,19215.0,False,True,False,False,False,70
2013,2016A000259,Total non-profit institutions excluding governments,15 to 24 years,Number of jobs,Jobs,units,11128.0,False,True,False,False,False,20
2013,2016A000259,Total non-profit institutions excluding governments,25 to 34 years,Number of jobs,Jobs,units,19896.0,False,True,False,False,False,30
2013,2016A000259,Total non-profit institutions excluding governments,35 to 44 years,Number of jobs,Jobs,units,20523.0,False,True,False,False,False,40
2013,2016A000259,Total non-profit institutions excluding governments,45 to 54 years,Number of jobs,Jobs,units,23065.0,False,True,False,False,False,50
2013,2016A000259,Total non-profit institutions excluding governments,55 to 64 years,Number of jobs,Jobs,units,20630.0,False,True,False,False,False,60
2013,2016A000259,Total non-profit institutions excluding governments,65 years old and over,Number of jobs,Jobs,units,7929.0,False,True,False,False,False,70
2013,2016A000259,Non-profit institutions serving households (community organizations),15 to 24 years,Number of jobs,Jobs,units,7259.0,False,True,False,False,False,20
2013,2016A000259,Non-profit institutions serving households (community organizations),25 to 34 years,Number of jobs,Jobs,units,14601.0,False,True,False,False,False,30
2013,2016A000259,Non-profit institutions serving households (community organizations),35 to 44 years,Number of jobs,Jobs,units,15427.0,False,True,False,False,False,40
2013,2016A000259,Non-profit institutions serving households (community organizations),45 to 54 years,Number of jobs,Jobs,units,17359.0,False,True,False,False,False,50
2013,2016A000259,Non-profit institutions serving households (community organizations),55 to 64 years,Number of jobs,Jobs,units,15769.0,False,True,False,False,False,60
2013,2016A000259,Non-profit institutions serving households (community organizations),65 years old and over,Number of jobs,Jobs,units,6148.0,False,True,False,False,False,70
2013,2016A000259,Business non-profit institutions,15 to 24 years,Number of jobs,Jobs,units,3869.0,False,True,False,False,False,20
2013,2016A000259,Business non-profit institutions,25 to 34 years,Number of jobs,Jobs,units,5294.0,False,True,False,False,False,30
2013,2016A000259,Business non-profit institutions,35 to 44 years,Number of jobs,Jobs,units,5096.0,False,True,False,False,False,40
2013,2016A000259,Business non-profit institutions,45 to 54 years,Number of jobs,Jobs,units,5705.0,False,True,False,False,False,50
2013,2016A000259,Business non-profit institutions,55 to 64 years,Number of jobs,Jobs,units,4860.0,False,True,False,False,False,60
2013,2016A000259,Business non-profit institutions,65 years old and over,Number of jobs,Jobs,units,1780.0,False,True,False,False,False,70
2013,2016A000259,Government non-profit institutions,15 to 24 years,Number of jobs,Jobs,units,13346.0,False,True,False,False,False,20
2013,2016A000259,Government non-profit institutions,25 to 34 years,Number of jobs,Jobs,units,38128.0,False,True,False,False,False,30
2013,2016A000259,Government non-profit institutions,35 to 44 years,Number of jobs,Jobs,units,39943.0,False,True,False,False,False,40
2013,2016A000259,Government non-profit institutions,45 to 54 years,Number of jobs,Jobs,units,47414.0,False,True,False,False,False,50
2013,2016A000259,Government non-profit institutions,55 to 64 years,Number of jobs,Jobs,units,38699.0,False,True,False,False,False,60
2013,2016A000259,Government non-profit institutions,65 years old and over,Number of jobs,Jobs,units,11286.0,False,True,False,False,False,70
2014,2016A000259,Total non-profit institutions,15 to 24 years,Number of jobs,Jobs,units,25439.0,False,True,False,False,False,20
2014,2016A000259,Total non-profit institutions,25 to 34 years,Number of jobs,Jobs,units,59127.0,False,True,False,False,False,30
2014,2016A000259,Total non-profit institutions,35 to 44 years,Number of jobs,Jobs,units,60824.0,False,True,False,False,False,40
2014,2016A000259,Total non-profit institutions,45 to 54 years,Number of jobs,Jobs,units,69280.0,False,True,False,False,False,50
2014,2016A000259,Total non-profit institutions,55 to 64 years,Number of jobs,Jobs,units,60118.0,False,True,False,False,False,60
2014,2016A000259,Total non-profit institutions,65 years old and over,Number of jobs,Jobs,units,19987.0,False,True,False,False,False,70
2014,2016A000259,Total non-profit institutions excluding governments,15 to 24 years,Number of jobs,Jobs,units,11390.0,False,True,False,False,False,20
2014,2016A000259,Total non-profit institutions excluding governments,25 to 34 years,Number of jobs,Jobs,units,20321.0,False,True,False,False,False,30
2014,2016A000259,Total non-profit institutions excluding governments,35 to 44 years,Number of jobs,Jobs,units,20726.0,False,True,False,False,False,40
2014,2016A000259,Total non-profit institutions excluding governments,45 to 54 years,Number of jobs,Jobs,units,22755.0,False,True,False,False,False,50
2014,2016A000259,Total non-profit institutions excluding governments,55 to 64 years,Number of jobs,Jobs,units,20811.0,False,True,False,False,False,60
2014,2016A000259,Total non-profit institutions excluding governments,65 years old and over,Number of jobs,Jobs,units,8222.0,False,True,False,False,False,70
2014,2016A000259,Non-profit institutions serving households (community organizations),15 to 24 years,Number of jobs,Jobs,units,7392.0,False,True,False,False,False,20
2014,2016A000259,Non-profit institutions serving households (community organizations),25 to 34 years,Number of jobs,Jobs,units,14864.0,False,True,False,False,False,30
2014,2016A000259,Non-profit institutions serving households (community organizations),35 to 44 years,Number of jobs,Jobs,units,15564.0,False,True,False,False,False,40
2014,2016A000259,Non-profit institutions serving households (community organizations),45 to 54 years,Number of jobs,Jobs,units,17050.0,False,True,False,False,False,50
2014,2016A000259,Non-profit institutions serving households (community organizations),55 to 64 years,Number of jobs,Jobs,units,15858.0,False,True,False,False,False,60
2014,2016A000259,Non-profit institutions serving households (community organizations),65 years old and over,Number of jobs,Jobs,units,6367.0,False,True,False,False,False,70
