REF_DATE,DGUID,Sector,Characteristics,Indicators,UOM,SCALAR_FACTOR,VALUE,GEO_Alberta,GEO_British Columbia,GEO_Nova Scotia,GEO_Ontario,GEO_Quebec,Immigrant_status
2016,2016A000248,Government non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,100831.0,True,False,False,False,False,0
2016,2016A000248,Government non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,207256.0,True,False,False,False,False,1
2017,2016A000248,Total non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,132803.0,True,False,False,False,False,0
2017,2016A000248,Total non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,297980.0,True,False,False,False,False,1
2017,2016A000248,Total non-profit institutions excluding governments,Immigrant employees,Hours worked,Hours,thousands,32156.0,True,False,False,False,False,0
2017,2016A000248,Total non-profit institutions excluding governments,Non-immigrant employees,Hours worked,Hours,thousands,95078.0,True,False,False,False,False,1
2017,2016A000248,Non-profit institutions serving households (community organizations),Immigrant employees,Hours worked,Hours,thousands,24407.0,True,False,False,False,False,0
2017,2016A000248,Non-profit institutions serving households (community organizations),Non-immigrant employees,Hours worked,Hours,thousands,69679.0,True,False,False,False,False,1
2017,2016A000248,Business non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,7748.0,True,False,False,False,False,0
2017,2016A000248,Business non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,25399.0,True,False,False,False,False,1
2017,2016A000248,Government non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,100647.0,True,False,False,False,False,0
2017,2016A000248,Government non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,202902.0,True,False,False,False,False,1
2018,2016A000248,Total non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,141499.0,True,False,False,False,False,0
2018,2016A000248,Total non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,312373.0,True,False,False,False,False,1
2018,2016A000248,Total non-profit institutions excluding governments,Immigrant employees,Hours worked,Hours,thousands,35455.0,True,False,False,False,False,0
2018,2016A000248,Total non-profit institutions excluding governments,Non-immigrant employees,Hours worked,Hours,thousands,101338.0,True,False,False,False,False,1
2018,2016A000248,Non-profit institutions serving households (community organizations),Immigrant employees,Hours worked,Hours,thousands,27206.0,True,False,False,False,False,0
2018,2016A000248,Non-profit institutions serving households (community organizations),Non-immigrant employees,Hours worked,Hours,thousands,74824.0,True,False,False,False,False,1
2018,2016A000248,Business non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,8249.0,True,False,False,False,False,0
2018,2016A000248,Business non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,26514.0,True,False,False,False,False,1
2018,2016A000248,Government non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,106043.0,True,False,False,False,False,0
2018,2016A000248,Government non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,211035.0,True,False,False,False,False,1
2013,2016A000259,Total non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,146784.0,False,True,False,False,False,0
2013,2016A000259,Total non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,307926.0,False,True,False,False,False,1
2013,2016A000259,Total non-profit institutions excluding governments,Immigrant employees,Hours worked,Hours,thousands,45894.0,False,True,False,False,False,0
2013,2016A000259,Total non-profit institutions excluding governments,Non-immigrant employees,Hours worked,Hours,thousands,112928.0,False,True,False,False,False,1
2013,2016A000259,Non-profit institutions serving households (community organizations),Immigrant employees,Hours worked,Hours,thousands,33447.0,False,True,False,False,False,0
2013,2016A000259,Non-profit institutions serving households (community organizations),Non-immigrant employees,Hours worked,Hours,thousands,82707.0,False,True,False,False,False,1
2013,2016A000259,Business non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,12447.0,False,True,False,False,False,0
2013,2016A000259,Business non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,30221.0,False,True,False,False,False,1
2013,2016A000259,Government non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,100890.0,False,True,False,False,False,0
2013,2016A000259,Government non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,194998.0,False,True,False,False,False,1
2014,2016A000259,Total non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,147346.0,False,True,False,False,False,0
2014,2016A000259,Total non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,308894.0,False,True,False,False,False,1
2014,2016A000259,Total non-profit institutions excluding governments,Immigrant employees,Hours worked,Hours,thousands,46389.0,False,True,False,False,False,0
2014,2016A000259,Total non-profit institutions excluding governments,Non-immigrant employees,Hours worked,Hours,thousands,114613.0,False,True,False,False,False,1
2014,2016A000259,Non-profit institutions serving households (community organizations),Immigrant employees,Hours worked,Hours,thousands,33740.0,False,True,False,False,False,0
2014,2016A000259,Non-profit institutions serving households (community organizations),Non-immigrant employees,Hours worked,Hours,thousands,83530.0,False,True,False,False,False,1
2014,2016A000259,Business non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,12649.0,False,True,False,False,False,0
2014,2016A000259,Business non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,31082.0,False,True,False,False,False,1
2014,2016A000259,Government non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,100957.0,False,True,False,False,False,0
2014,2016A000259,Government non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,194282.0,False,True,False,False,False,1
2015,2016A000259,Total non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,155118.0,False,True,False,False,False,0
2015,2016A000259,Total non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,320857.0,False,True,False,False,False,1
2015,2016A000259,Total non-profit institutions excluding governments,Immigrant employees,Hours worked,Hours,thousands,50196.0,False,True,False,False,False,0
2015,2016A000259,Total non-profit institutions excluding governments,Non-immigrant employees,Hours worked,Hours,thousands,121422.0,False,True,False,False,False,1
2015,2016A000259,Non-profit institutions serving households (community organizations),Immigrant employees,Hours worked,Hours,thousands,35943.0,False,True,False,False,False,0
2015,2016A000259,Non-profit institutions serving households (community organizations),Non-immigrant employees,Hours worked,Hours,thousands,87059.0,False,True,False,False,False,1
2015,2016A000259,Business non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,14253.0,False,True,False,False,False,0
2015,2016A000259,Business non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,34363.0,False,True,False,False,False,1
2015,2016A000259,Government non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,104922.0,False,True,False,False,False,0
2015,2016A000259,Government non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,199435.0,False,True,False,False,False,1
2016,2016A000259,Total non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,159872.0,False,True,False,False,False,0
2016,2016A000259,Total non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,325419.0,False,True,False,False,False,1
2016,2016A000259,Total non-profit institutions excluding governments,Immigrant employees,Hours worked,Hours,thousands,52395.0,False,True,False,False,False,0
2016,2016A000259,Total non-profit institutions excluding governments,Non-immigrant employees,Hours worked,Hours,thousands,124299.0,False,True,False,False,False,1
2016,2016A000259,Non-profit institutions serving households (community organizations),Immigrant employees,Hours worked,Hours,thousands,37233.0,False,True,False,False,False,0
2016,2016A000259,Non-profit institutions serving households (community organizations),Non-immigrant employees,Hours worked,Hours,thousands,88916.0,False,True,False,False,False,1
2016,2016A000259,Business non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,15162.0,False,True,False,False,False,0
2016,2016A000259,Business non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,35384.0,False,True,False,False,False,1
2016,2016A000259,Government non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,107476.0,False,True,False,False,False,0
2016,2016A000259,Government non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,201119.0,False,True,False,False,False,1
2017,2016A000259,Total non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,160016.0,False,True,False,False,False,0
2017,2016A000259,Total non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,321501.0,False,True,False,False,False,1
2017,2016A000259,Total non-profit institutions excluding governments,Immigrant employees,Hours worked,Hours,thousands,53015.0,False,True,False,False,False,0
2017,2016A000259,Total non-profit institutions excluding governments,Non-immigrant employees,Hours worked,Hours,thousands,123341.0,False,True,False,False,False,1
2017,2016A000259,Non-profit institutions serving households (community organizations),Immigrant employees,Hours worked,Hours,thousands,37464.0,False,True,False,False,False,0
2017,2016A000259,Non-profit institutions serving households (community organizations),Non-immigrant employees,Hours worked,Hours,thousands,88583.0,False,True,False,False,False,1
2017,2016A000259,Business non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,15551.0,False,True,False,False,False,0
2017,2016A000259,Business non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,34759.0,False,True,False,False,False,1
2017,2016A000259,Government non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,107000.0,False,True,False,False,False,0
2017,2016A000259,Government non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,198160.0,False,True,False,False,False,1
2018,2016A000259,Total non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,170545.0,False,True,False,False,False,0
2018,2016A000259,Total non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,336964.0,False,True,False,False,False,1
2018,2016A000259,Total non-profit institutions excluding governments,Immigrant employees,Hours worked,Hours,thousands,55975.0,False,True,False,False,False,0
2018,2016A000259,Total non-profit institutions excluding governments,Non-immigrant employees,Hours worked,Hours,thousands,128593.0,False,True,False,False,False,1
2018,2016A000259,Non-profit institutions serving households (community organizations),Immigrant employees,Hours worked,Hours,thousands,39967.0,False,True,False,False,False,0
2018,2016A000259,Non-profit institutions serving households (community organizations),Non-immigrant employees,Hours worked,Hours,thousands,92987.0,False,True,False,False,False,1
2018,2016A000259,Business non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,16008.0,False,True,False,False,False,0
2018,2016A000259,Business non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,35605.0,False,True,False,False,False,1
2018,2016A000259,Government non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,114569.0,False,True,False,False,False,0
2018,2016A000259,Government non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,208371.0,False,True,False,False,False,1
2013,2016A000212,Total non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,10329.0,False,False,True,False,False,0
2013,2016A000212,Total non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,104315.0,False,False,True,False,False,1
2013,2016A000212,Total non-profit institutions excluding governments,Immigrant employees,Hours worked,Hours,thousands,2091.0,False,False,True,False,False,0
2013,2016A000212,Total non-profit institutions excluding governments,Non-immigrant employees,Hours worked,Hours,thousands,29012.0,False,False,True,False,False,1
2013,2016A000212,Non-profit institutions serving households (community organizations),Immigrant employees,Hours worked,Hours,thousands,1686.0,False,False,True,False,False,0
2013,2016A000212,Non-profit institutions serving households (community organizations),Non-immigrant employees,Hours worked,Hours,thousands,23094.0,False,False,True,False,False,1
2013,2016A000212,Business non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,405.0,False,False,True,False,False,0
2013,2016A000212,Business non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,5919.0,False,False,True,False,False,1
2013,2016A000212,Government non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,8238.0,False,False,True,False,False,0
2013,2016A000212,Government non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,75303.0,False,False,True,False,False,1
2014,2016A000212,Total non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,11148.0,False,False,True,False,False,0
2014,2016A000212,Total non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,109709.0,False,False,True,False,False,1
2014,2016A000212,Total non-profit institutions excluding governments,Immigrant employees,Hours worked,Hours,thousands,2102.0,False,False,True,False,False,0
2014,2016A000212,Total non-profit institutions excluding governments,Non-immigrant employees,Hours worked,Hours,thousands,29148.0,False,False,True,False,False,1
2014,2016A000212,Non-profit institutions serving households (community organizations),Immigrant employees,Hours worked,Hours,thousands,1719.0,False,False,True,False,False,0
2014,2016A000212,Non-profit institutions serving households (community organizations),Non-immigrant employees,Hours worked,Hours,thousands,23573.0,False,False,True,False,False,1
2014,2016A000212,Business non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,383.0,False,False,True,False,False,0
2014,2016A000212,Business non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,5575.0,False,False,True,False,False,1
2014,2016A000212,Government non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,9046.0,False,False,True,False,False,0
2014,2016A000212,Government non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,80561.0,False,False,True,False,False,1
2015,2016A000212,Total non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,11604.0,False,False,True,False,False,0
2015,2016A000212,Total non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,111434.0,False,False,True,False,False,1
2015,2016A000212,Total non-profit institutions excluding governments,Immigrant employees,Hours worked,Hours,thousands,2206.0,False,False,True,False,False,0
2015,2016A000212,Total non-profit institutions excluding governments,Non-immigrant employees,Hours worked,Hours,thousands,30458.0,False,False,True,False,False,1
2015,2016A000212,Non-profit institutions serving households (community organizations),Immigrant employees,Hours worked,Hours,thousands,1776.0,False,False,True,False,False,0
2015,2016A000212,Non-profit institutions serving households (community organizations),Non-immigrant employees,Hours worked,Hours,thousands,24164.0,False,False,True,False,False,1
2015,2016A000212,Business non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,429.0,False,False,True,False,False,0
2015,2016A000212,Business non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,6295.0,False,False,True,False,False,1
2015,2016A000212,Government non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,9399.0,False,False,True,False,False,0
2015,2016A000212,Government non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,80976.0,False,False,True,False,False,1
2016,2016A000212,Total non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,12535.0,False,False,True,False,False,0
2016,2016A000212,Total non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,115405.0,False,False,True,False,False,1
2016,2016A000212,Total non-profit institutions excluding governments,Immigrant employees,Hours worked,Hours,thousands,2331.0,False,False,True,False,False,0
2016,2016A000212,Total non-profit institutions excluding governments,Non-immigrant employees,Hours worked,Hours,thousands,30809.0,False,False,True,False,False,1
2016,2016A000212,Non-profit institutions serving households (community organizations),Immigrant employees,Hours worked,Hours,thousands,1844.0,False,False,True,False,False,0
2016,2016A000212,Non-profit institutions serving households (community organizations),Non-immigrant employees,Hours worked,Hours,thousands,24103.0,False,False,True,False,False,1
2016,2016A000212,Business non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,487.0,False,False,True,False,False,0
2016,2016A000212,Business non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,6707.0,False,False,True,False,False,1
2016,2016A000212,Government non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,10204.0,False,False,True,False,False,0
2016,2016A000212,Government non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,84595.0,False,False,True,False,False,1
2017,2016A000212,Total non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,12545.0,False,False,True,False,False,0
2017,2016A000212,Total non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,111777.0,False,False,True,False,False,1
2017,2016A000212,Total non-profit institutions excluding governments,Immigrant employees,Hours worked,Hours,thousands,2402.0,False,False,True,False,False,0
2017,2016A000212,Total non-profit institutions excluding governments,Non-immigrant employees,Hours worked,Hours,thousands,30065.0,False,False,True,False,False,1
2017,2016A000212,Non-profit institutions serving households (community organizations),Immigrant employees,Hours worked,Hours,thousands,1911.0,False,False,True,False,False,0
2017,2016A000212,Non-profit institutions serving households (community organizations),Non-immigrant employees,Hours worked,Hours,thousands,23695.0,False,False,True,False,False,1
2017,2016A000212,Business non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,491.0,False,False,True,False,False,0
2017,2016A000212,Business non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,6371.0,False,False,True,False,False,1
2017,2016A000212,Government non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,10142.0,False,False,True,False,False,0
2017,2016A000212,Government non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,81712.0,False,False,True,False,False,1
2018,2016A000212,Total non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,13269.0,False,False,True,False,False,0
2018,2016A000212,Total non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,116082.0,False,False,True,False,False,1
2018,2016A000212,Total non-profit institutions excluding governments,Immigrant employees,Hours worked,Hours,thousands,2605.0,False,False,True,False,False,0
2018,2016A000212,Total non-profit institutions excluding governments,Non-immigrant employees,Hours worked,Hours,thousands,31178.0,False,False,True,False,False,1
2018,2016A000212,Non-profit institutions serving households (community organizations),Immigrant employees,Hours worked,Hours,thousands,2071.0,False,False,True,False,False,0
2018,2016A000212,Non-profit institutions serving households (community organizations),Non-immigrant employees,Hours worked,Hours,thousands,24606.0,False,False,True,False,False,1
2018,2016A000212,Business non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,534.0,False,False,True,False,False,0
2018,2016A000212,Business non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,6572.0,False,False,True,False,False,1
2018,2016A000212,Government non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,10664.0,False,False,True,False,False,0
2018,2016A000212,Government non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,84904.0,False,False,True,False,False,1
2013,2016A000235,Total non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,363960.0,False,False,False,True,False,0
2013,2016A000235,Total non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,818903.0,False,False,False,True,False,1
2013,2016A000235,Total non-profit institutions excluding governments,Immigrant employees,Hours worked,Hours,thousands,134296.0,False,False,False,True,False,0
2013,2016A000235,Total non-profit institutions excluding governments,Non-immigrant employees,Hours worked,Hours,thousands,325007.0,False,False,False,True,False,1
2013,2016A000235,Non-profit institutions serving households (community organizations),Immigrant employees,Hours worked,Hours,thousands,98572.0,False,False,False,True,False,0
2013,2016A000235,Non-profit institutions serving households (community organizations),Non-immigrant employees,Hours worked,Hours,thousands,240619.0,False,False,False,True,False,1
2013,2016A000235,Business non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,35724.0,False,False,False,True,False,0
2013,2016A000235,Business non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,84388.0,False,False,False,True,False,1
2013,2016A000235,Government non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,229664.0,False,False,False,True,False,0
2013,2016A000235,Government non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,493897.0,False,False,False,True,False,1
2014,2016A000235,Total non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,369810.0,False,False,False,True,False,0
2014,2016A000235,Total non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,831823.0,False,False,False,True,False,1
2014,2016A000235,Total non-profit institutions excluding governments,Immigrant employees,Hours worked,Hours,thousands,136073.0,False,False,False,True,False,0
2014,2016A000235,Total non-profit institutions excluding governments,Non-immigrant employees,Hours worked,Hours,thousands,330698.0,False,False,False,True,False,1
2014,2016A000235,Non-profit institutions serving households (community organizations),Immigrant employees,Hours worked,Hours,thousands,100351.0,False,False,False,True,False,0
2014,2016A000235,Non-profit institutions serving households (community organizations),Non-immigrant employees,Hours worked,Hours,thousands,245318.0,False,False,False,True,False,1
2014,2016A000235,Business non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,35723.0,False,False,False,True,False,0
2014,2016A000235,Business non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,85380.0,False,False,False,True,False,1
2014,2016A000235,Government non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,233736.0,False,False,False,True,False,0
2014,2016A000235,Government non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,501125.0,False,False,False,True,False,1
2015,2016A000235,Total non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,382641.0,False,False,False,True,False,0
2015,2016A000235,Total non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,854202.0,False,False,False,True,False,1
2015,2016A000235,Total non-profit institutions excluding governments,Immigrant employees,Hours worked,Hours,thousands,141133.0,False,False,False,True,False,0
2015,2016A000235,Total non-profit institutions excluding governments,Non-immigrant employees,Hours worked,Hours,thousands,341662.0,False,False,False,True,False,1
2015,2016A000235,Non-profit institutions serving households (community organizations),Immigrant employees,Hours worked,Hours,thousands,102227.0,False,False,False,True,False,0
2015,2016A000235,Non-profit institutions serving households (community organizations),Non-immigrant employees,Hours worked,Hours,thousands,249915.0,False,False,False,True,False,1
2015,2016A000235,Business non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,38905.0,False,False,False,True,False,0
2015,2016A000235,Business non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,91747.0,False,False,False,True,False,1
2015,2016A000235,Government non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,241508.0,False,False,False,True,False,0
2015,2016A000235,Government non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,512540.0,False,False,False,True,False,1
2016,2016A000235,Total non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,397388.0,False,False,False,True,False,0
2016,2016A000235,Total non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,871345.0,False,False,False,True,False,1
2016,2016A000235,Total non-profit institutions excluding governments,Immigrant employees,Hours worked,Hours,thousands,148344.0,False,False,False,True,False,0
2016,2016A000235,Total non-profit institutions excluding governments,Non-immigrant employees,Hours worked,Hours,thousands,349180.0,False,False,False,True,False,1
2016,2016A000235,Non-profit institutions serving households (community organizations),Immigrant employees,Hours worked,Hours,thousands,107514.0,False,False,False,True,False,0
2016,2016A000235,Non-profit institutions serving households (community organizations),Non-immigrant employees,Hours worked,Hours,thousands,257366.0,False,False,False,True,False,1
2016,2016A000235,Business non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,40830.0,False,False,False,True,False,0
2016,2016A000235,Business non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,91814.0,False,False,False,True,False,1
2016,2016A000235,Government non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,249045.0,False,False,False,True,False,0
2016,2016A000235,Government non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,522165.0,False,False,False,True,False,1
2017,2016A000235,Total non-profit institutions,Immigrant employees,Hours worked,Hours,thousands,407564.0,False,False,False,True,False,0
2017,2016A000235,Total non-profit institutions,Non-immigrant employees,Hours worked,Hours,thousands,877338.0,False,False,False,True,False,1
2017,2016A000235,Total non-profit institutions excluding governments,Immigrant employees,Hours worked,Hours,thousands,153276.0,False,False,False,True,False,0
2017,2016A000235,Total non-profit institutions excluding governments,Non-immigrant employees,Hours worked,Hours,thousands,354014.0,False,False,False,True,False,1
