REF_DATE,DGUID,Sector,Characteristics,Indicators,UOM,SCALAR_FACTOR,VALUE,GEO_Alberta,GEO_British Columbia,GEO_Nova Scotia,GEO_Ontario,GEO_Quebec,Age_group
2014,2016A000248,Total non-profit institutions excluding governments,25 to 34 years,Hours worked,Hours,thousands,29582.0,True,False,False,False,False,30
2014,2016A000248,Total non-profit institutions excluding governments,35 to 44 years,Hours worked,Hours,thousands,28285.0,True,False,False,False,False,40
2014,2016A000248,Total non-profit institutions excluding governments,45 to 54 years,Hours worked,Hours,thousands,29370.0,True,False,False,False,False,50
2014,2016A000248,Total non-profit institutions excluding governments,55 to 64 years,Hours worked,Hours,thousands,23991.0,True,False,False,False,False,60
2014,2016A000248,Total non-profit institutions excluding governments,65 years old and over,Hours worked,Hours,thousands,5673.0,True,False,False,False,False,70
2014,2016A000248,Non-profit institutions serving households (community organizations),15 to 24 years,Hours worked,Hours,thousands,7500.0,True,False,False,False,False,20
2014,2016A000248,Non-profit institutions serving households (community organizations),25 to 34 years,Hours worked,Hours,thousands,21367.0,True,False,False,False,False,30
2014,2016A000248,Non-profit institutions serving households (community organizations),35 to 44 years,Hours worked,Hours,thousands,21052.0,True,False,False,False,False,40
2014,2016A000248,Non-profit institutions serving households (community organizations),45 to 54 years,Hours worked,Hours,thousands,21859.0,True,False,False,False,False,50
2014,2016A000248,Non-profit institutions serving households (community organizations),55 to 64 years,Hours worked,Hours,thousands,18106.0,True,False,False,False,False,60
2014,2016A000248,Non-profit institutions serving households (community organizations),65 years old and over,Hours worked,Hours,thousands,4403.0,True,False,False,False,False,70
2014,2016A000248,Business non-profit institutions,15 to 24 years,Hours worked,Hours,thousands,3512.0,True,False,False,False,False,20
2014,2016A000248,Business non-profit institutions,25 to 34 years,Hours worked,Hours,thousands,8215.0,True,False,False,False,False,30
2014,2016A000248,Business non-profit institutions,35 to 44 years,Hours worked,Hours,thousands,7233.0,True,False,False,False,False,40
2014,2016A000248,Business non-profit institutions,45 to 54 years,Hours worked,Hours,thousands,7512.0,True,False,False,False,False,50
2014,2016A000248,Business non-profit institutions,55 to 64 years,Hours worked,Hours,thousands,5885.0,True,False,False,False,False,60
2014,2016A000248,Business non-profit institutions,65 years old and over,Hours worked,Hours,thousands,1270.0,True,False,False,False,False,70
2014,2016A000248,Government non-profit institutions,15 to 24 years,Hours worked,Hours,thousands,18688.0,True,False,False,False,False,20
2014,2016A000248,Government non-profit institutions,25 to 34 years,Hours worked,Hours,thousands,70163.0,True,False,False,False,False,30
2014,2016A000248,Government non-profit institutions,35 to 44 years,Hours worked,Hours,thousands,66985.0,True,False,False,False,False,40
2014,2016A000248,Government non-profit institutions,45 to 54 years,Hours worked,Hours,thousands,73739.0,True,False,False,False,False,50
2014,2016A000248,Government non-profit institutions,55 to 64 years,Hours worked,Hours,thousands,56064.0,True,False,False,False,False,60
2014,2016A000248,Government non-profit institutions,65 years old and over,Hours worked,Hours,thousands,11560.0,True,False,False,False,False,70
2015,2016A000248,Total non-profit institutions,15 to 24 years,Hours worked,Hours,thousands,29490.0,True,False,False,False,False,20
2015,2016A000248,Total non-profit institutions,25 to 34 years,Hours worked,Hours,thousands,101175.0,True,False,False,False,False,30
2015,2016A000248,Total non-profit institutions,35 to 44 years,Hours worked,Hours,thousands,96162.0,True,False,False,False,False,40
2015,2016A000248,Total non-profit institutions,45 to 54 years,Hours worked,Hours,thousands,101638.0,True,False,False,False,False,50
2015,2016A000248,Total non-profit institutions,55 to 64 years,Hours worked,Hours,thousands,81038.0,True,False,False,False,False,60
2015,2016A000248,Total non-profit institutions,65 years old and over,Hours worked,Hours,thousands,18121.0,True,False,False,False,False,70
2015,2016A000248,Total non-profit institutions excluding governments,15 to 24 years,Hours worked,Hours,thousands,11514.0,True,False,False,False,False,20
2015,2016A000248,Total non-profit institutions excluding governments,25 to 34 years,Hours worked,Hours,thousands,30688.0,True,False,False,False,False,30
2015,2016A000248,Total non-profit institutions excluding governments,35 to 44 years,Hours worked,Hours,thousands,29136.0,True,False,False,False,False,40
2015,2016A000248,Total non-profit institutions excluding governments,45 to 54 years,Hours worked,Hours,thousands,29404.0,True,False,False,False,False,50
2015,2016A000248,Total non-profit institutions excluding governments,55 to 64 years,Hours worked,Hours,thousands,24572.0,True,False,False,False,False,60
2015,2016A000248,Total non-profit institutions excluding governments,65 years old and over,Hours worked,Hours,thousands,6019.0,True,False,False,False,False,70
2015,2016A000248,Non-profit institutions serving households (community organizations),15 to 24 years,Hours worked,Hours,thousands,7795.0,True,False,False,False,False,20
2015,2016A000248,Non-profit institutions serving households (community organizations),25 to 34 years,Hours worked,Hours,thousands,22022.0,True,False,False,False,False,30
2015,2016A000248,Non-profit institutions serving households (community organizations),35 to 44 years,Hours worked,Hours,thousands,21581.0,True,False,False,False,False,40
2015,2016A000248,Non-profit institutions serving households (community organizations),45 to 54 years,Hours worked,Hours,thousands,21773.0,True,False,False,False,False,50
2015,2016A000248,Non-profit institutions serving households (community organizations),55 to 64 years,Hours worked,Hours,thousands,18483.0,True,False,False,False,False,60
2015,2016A000248,Non-profit institutions serving households (community organizations),65 years old and over,Hours worked,Hours,thousands,4665.0,True,False,False,False,False,70
2015,2016A000248,Business non-profit institutions,15 to 24 years,Hours worked,Hours,thousands,3719.0,True,False,False,False,False,20
2015,2016A000248,Business non-profit institutions,25 to 34 years,Hours worked,Hours,thousands,8666.0,True,False,False,False,False,30
2015,2016A000248,Business non-profit institutions,35 to 44 years,Hours worked,Hours,thousands,7554.0,True,False,False,False,False,40
2015,2016A000248,Business non-profit institutions,45 to 54 years,Hours worked,Hours,thousands,7631.0,True,False,False,False,False,50
2015,2016A000248,Business non-profit institutions,55 to 64 years,Hours worked,Hours,thousands,6089.0,True,False,False,False,False,60
2015,2016A000248,Business non-profit institutions,65 years old and over,Hours worked,Hours,thousands,1354.0,True,False,False,False,False,70
2015,2016A000248,Government non-profit institutions,15 to 24 years,Hours worked,Hours,thousands,17976.0,True,False,False,False,False,20
2015,2016A000248,Government non-profit institutions,25 to 34 years,Hours worked,Hours,thousands,70488.0,True,False,False,False,False,30
2015,2016A000248,Government non-profit institutions,35 to 44 years,Hours worked,Hours,thousands,67026.0,True,False,False,False,False,40
2015,2016A000248,Government non-profit institutions,45 to 54 years,Hours worked,Hours,thousands,72235.0,True,False,False,False,False,50
2015,2016A000248,Government non-profit institutions,55 to 64 years,Hours worked,Hours,thousands,56466.0,True,False,False,False,False,60
2015,2016A000248,Government non-profit institutions,65 years old and over,Hours worked,Hours,thousands,12102.0,True,False,False,False,False,70
2016,2016A000248,Total non-profit institutions,15 to 24 years,Hours worked,Hours,thousands,29173.0,True,False,False,False,False,20
2016,2016A000248,Total non-profit institutions,25 to 34 years,Hours worked,Hours,thousands,102044.0,True,False,False,False,False,30
2016,2016A000248,Total non-profit institutions,35 to 44 years,Hours worked,Hours,thousands,100256.0,True,False,False,False,False,40
2016,2016A000248,Total non-profit institutions,45 to 54 years,Hours worked,Hours,thousands,102888.0,True,False,False,False,False,50
2016,2016A000248,Total non-profit institutions,55 to 64 years,Hours worked,Hours,thousands,81878.0,True,False,False,False,False,60
2016,2016A000248,Total non-profit institutions,65 years old and over,Hours worked,Hours,thousands,19071.0,True,False,False,False,False,70
2016,2016A000248,Total non-profit institutions excluding governments,15 to 24 years,Hours worked,Hours,thousands,11577.0,True,False,False,False,False,20
2016,2016A000248,Total non-profit institutions excluding governments,25 to 34 years,Hours worked,Hours,thousands,29478.0,True,False,False,False,False,30
2016,2016A000248,Total non-profit institutions excluding governments,35 to 44 years,Hours worked,Hours,thousands,28663.0,True,False,False,False,False,40
2016,2016A000248,Total non-profit institutions excluding governments,45 to 54 years,Hours worked,Hours,thousands,27967.0,True,False,False,False,False,50
2016,2016A000248,Total non-profit institutions excluding governments,55 to 64 years,Hours worked,Hours,thousands,23314.0,True,False,False,False,False,60
2016,2016A000248,Total non-profit institutions excluding governments,65 years old and over,Hours worked,Hours,thousands,6225.0,True,False,False,False,False,70
2016,2016A000248,Non-profit institutions serving households (community organizations),15 to 24 years,Hours worked,Hours,thousands,7934.0,True,False,False,False,False,20
2016,2016A000248,Non-profit institutions serving households (community organizations),25 to 34 years,Hours worked,Hours,thousands,21061.0,True,False,False,False,False,30
2016,2016A000248,Non-profit institutions serving households (community organizations),35 to 44 years,Hours worked,Hours,thousands,21126.0,True,False,False,False,False,40
2016,2016A000248,Non-profit institutions serving households (community organizations),45 to 54 years,Hours worked,Hours,thousands,20711.0,True,False,False,False,False,50
2016,2016A000248,Non-profit institutions serving households (community organizations),55 to 64 years,Hours worked,Hours,thousands,17483.0,True,False,False,False,False,60
2016,2016A000248,Non-profit institutions serving households (community organizations),65 years old and over,Hours worked,Hours,thousands,4798.0,True,False,False,False,False,70
2016,2016A000248,Business non-profit institutions,15 to 24 years,Hours worked,Hours,thousands,3643.0,True,False,False,False,False,20
2016,2016A000248,Business non-profit institutions,25 to 34 years,Hours worked,Hours,thousands,8417.0,True,False,False,False,False,30
2016,2016A000248,Business non-profit institutions,35 to 44 years,Hours worked,Hours,thousands,7537.0,True,False,False,False,False,40
2016,2016A000248,Business non-profit institutions,45 to 54 years,Hours worked,Hours,thousands,7255.0,True,False,False,False,False,50
2016,2016A000248,Business non-profit institutions,55 to 64 years,Hours worked,Hours,thousands,5831.0,True,False,False,False,False,60
2016,2016A000248,Business non-profit institutions,65 years old and over,Hours worked,Hours,thousands,1427.0,True,False,False,False,False,70
2016,2016A000248,Government non-profit institutions,15 to 24 years,Hours worked,Hours,thousands,17596.0,True,False,False,False,False,20
2016,2016A000248,Government non-profit institutions,25 to 34 years,Hours worked,Hours,thousands,72566.0,True,False,False,False,False,30
2016,2016A000248,Government non-profit institutions,35 to 44 years,Hours worked,Hours,thousands,71593.0,True,False,False,False,False,40
2016,2016A000248,Government non-profit institutions,45 to 54 years,Hours worked,Hours,thousands,74922.0,True,False,False,False,False,50
2016,2016A000248,Government non-profit institutions,55 to 64 years,Hours worked,Hours,thousands,58564.0,True,False,False,False,False,60
2016,2016A000248,Government non-profit institutions,65 years old and over,Hours worked,Hours,thousands,12846.0,True,False,False,False,False,70
2017,2016A000248,Total non-profit institutions,15 to 24 years,Hours worked,Hours,thousands,27726.0,True,False,False,False,False,20
2017,2016A000248,Total non-profit institutions,25 to 34 years,Hours worked,Hours,thousands,99796.0,True,False,False,False,False,30
2017,2016A000248,Total non-profit institutions,35 to 44 years,Hours worked,Hours,thousands,101930.0,True,False,False,False,False,40
2017,2016A000248,Total non-profit institutions,45 to 54 years,Hours worked,Hours,thousands,101518.0,True,False,False,False,False,50
2017,2016A000248,Total non-profit institutions,55 to 64 years,Hours worked,Hours,thousands,80574.0,True,False,False,False,False,60
2017,2016A000248,Total non-profit institutions,65 years old and over,Hours worked,Hours,thousands,19238.0,True,False,False,False,False,70
2017,2016A000248,Total non-profit institutions excluding governments,15 to 24 years,Hours worked,Hours,thousands,10910.0,True,False,False,False,False,20
2017,2016A000248,Total non-profit institutions excluding governments,25 to 34 years,Hours worked,Hours,thousands,29467.0,True,False,False,False,False,30
2017,2016A000248,Total non-profit institutions excluding governments,35 to 44 years,Hours worked,Hours,thousands,29431.0,True,False,False,False,False,40
2017,2016A000248,Total non-profit institutions excluding governments,45 to 54 years,Hours worked,Hours,thousands,28092.0,True,False,False,False,False,50
2017,2016A000248,Total non-profit institutions excluding governments,55 to 64 years,Hours worked,Hours,thousands,23089.0,True,False,False,False,False,60
2017,2016A000248,Total non-profit institutions excluding governments,65 years old and over,Hours worked,Hours,thousands,6245.0,True,False,False,False,False,70
2017,2016A000248,Non-profit institutions serving households (community organizations),15 to 24 years,Hours worked,Hours,thousands,7736.0,True,False,False,False,False,20
2017,2016A000248,Non-profit institutions serving households (community organizations),25 to 34 years,Hours worked,Hours,thousands,21418.0,True,False,False,False,False,30
2017,2016A000248,Non-profit institutions serving households (community organizations),35 to 44 years,Hours worked,Hours,thousands,21831.0,True,False,False,False,False,40
2017,2016A000248,Non-profit institutions serving households (community organizations),45 to 54 years,Hours worked,Hours,thousands,20986.0,True,False,False,False,False,50
2017,2016A000248,Non-profit institutions serving households (community organizations),55 to 64 years,Hours worked,Hours,thousands,17322.0,True,False,False,False,False,60
2017,2016A000248,Non-profit institutions serving households (community organizations),65 years old and over,Hours worked,Hours,thousands,4793.0,True,False,False,False,False,70
2017,2016A000248,Business non-profit institutions,15 to 24 years,Hours worked,Hours,thousands,3174.0,True,False,False,False,False,20
2017,2016A000248,Business non-profit institutions,25 to 34 years,Hours worked,Hours,thousands,8050.0,True,False,False,False,False,30
2017,2016A000248,Business non-profit institutions,35 to 44 years,Hours worked,Hours,thousands,7600.0,True,False,False,False,False,40
2017,2016A000248,Business non-profit institutions,45 to 54 years,Hours worked,Hours,thousands,7106.0,True,False,False,False,False,50
2017,2016A000248,Business non-profit institutions,55 to 64 years,Hours worked,Hours,thousands,5767.0,True,False,False,False,False,60
2017,2016A000248,Business non-profit institutions,65 years old and over,Hours worked,Hours,thousands,1451.0,True,False,False,False,False,70
2017,2016A000248,Government non-profit institutions,15 to 24 years,Hours worked,Hours,thousands,16817.0,True,False,False,False,False,20
2017,2016A000248,Government non-profit institutions,25 to 34 years,Hours worked,Hours,thousands,70329.0,True,False,False,False,False,30
2017,2016A000248,Government non-profit institutions,35 to 44 years,Hours worked,Hours,thousands,72499.0,True,False,False,False,False,40
2017,2016A000248,Government non-profit institutions,45 to 54 years,Hours worked,Hours,thousands,73426.0,True,False,False,False,False,50
2017,2016A000248,Government non-profit institutions,55 to 64 years,Hours worked,Hours,thousands,57485.0,True,False,False,False,False,60
2017,2016A000248,Government non-profit institutions,65 years old and over,Hours worked,Hours,thousands,12993.0,True,False,False,False,False,70
2018,2016A000248,Total non-profit institutions,15 to 24 years,Hours worked,Hours,thousands,27070.0,True,False,False,False,False,20
2018,2016A000248,Total non-profit institutions,25 to 34 years,Hours worked,Hours,thousands,103953.0,True,False,False,False,False,30
2018,2016A000248,Total non-profit institutions,35 to 44 years,Hours worked,Hours,thousands,109998.0,True,False,False,False,False,40
2018,2016A000248,Total non-profit institutions,45 to 54 years,Hours worked,Hours,thousands,107084.0,True,False,False,False,False,50
2018,2016A000248,Total non-profit institutions,55 to 64 years,Hours worked,Hours,thousands,85043.0,True,False,False,False,False,60
2018,2016A000248,Total non-profit institutions,65 years old and over,Hours worked,Hours,thousands,20724.0,True,False,False,False,False,70
2018,2016A000248,Total non-profit institutions excluding governments,15 to 24 years,Hours worked,Hours,thousands,10669.0,True,False,False,False,False,20
2018,2016A000248,Total non-profit institutions excluding governments,25 to 34 years,Hours worked,Hours,thousands,31150.0,True,False,False,False,False,30
2018,2016A000248,Total non-profit institutions excluding governments,35 to 44 years,Hours worked,Hours,thousands,32341.0,True,False,False,False,False,40
2018,2016A000248,Total non-profit institutions excluding governments,45 to 54 years,Hours worked,Hours,thousands,30502.0,True,False,False,False,False,50
2018,2016A000248,Total non-profit institutions excluding governments,55 to 64 years,Hours worked,Hours,thousands,25150.0,True,False,False,False,False,60
2018,2016A000248,Total non-profit institutions excluding governments,65 years old and over,Hours worked,Hours,thousands,6981.0,True,False,False,False,False,70
2018,2016A000248,Non-profit institutions serving households (community organizations),15 to 24 years,Hours worked,Hours,thousands,7563.0,True,False,False,False,False,20
2018,2016A000248,Non-profit institutions serving households (community organizations),25 to 34 years,Hours worked,Hours,thousands,22827.0,True,False,False,False,False,30
2018,2016A000248,Non-profit institutions serving households (community organizations),35 to 44 years,Hours worked,Hours,thousands,24125.0,True,False,False,False,False,40
2018,2016A000248,Non-profit institutions serving households (community organizations),45 to 54 years,Hours worked,Hours,thousands,23012.0,True,False,False,False,False,50
2018,2016A000248,Non-profit institutions serving households (community organizations),55 to 64 years,Hours worked,Hours,thousands,19092.0,True,False,False,False,False,60
2018,2016A000248,Non-profit institutions serving households (community organizations),65 years old and over,Hours worked,Hours,thousands,5412.0,True,False,False,False,False,70
2018,2016A000248,Business non-profit institutions,15 to 24 years,Hours worked,Hours,thousands,3106.0,True,False,False,False,False,20
2018,2016A000248,Business non-profit institutions,25 to 34 years,Hours worked,Hours,thousands,8323.0,True,False,False,False,False,30
2018,2016A000248,Business non-profit institutions,35 to 44 years,Hours worked,Hours,thousands,8216.0,True,False,False,False,False,40
2018,2016A000248,Business non-profit institutions,45 to 54 years,Hours worked,Hours,thousands,7489.0,True,False,False,False,False,50
2018,2016A000248,Business non-profit institutions,55 to 64 years,Hours worked,Hours,thousands,6058.0,True,False,False,False,False,60
2018,2016A000248,Business non-profit institutions,65 years old and over,Hours worked,Hours,thousands,1569.0,True,False,False,False,False,70
2018,2016A000248,Government non-profit institutions,15 to 24 years,Hours worked,Hours,thousands,16401.0,True,False,False,False,False,20
2018,2016A000248,Government non-profit institutions,25 to 34 years,Hours worked,Hours,thousands,72803.0,True,False,False,False,False,30
2018,2016A000248,Government non-profit institutions,35 to 44 years,Hours worked,Hours,thousands,77656.0,True,False,False,False,False,40
2018,2016A000248,Government non-profit institutions,45 to 54 years,Hours worked,Hours,thousands,76582.0,True,False,False,False,False,50
2018,2016A000248,Government non-profit institutions,55 to 64 years,Hours worked,Hours,thousands,59893.0,True,False,False,False,False,60
2018,2016A000248,Government non-profit institutions,65 years old and over,Hours worked,Hours,thousands,13743.0,True,False,False,False,False,70
2013,2016A000259,Total non-profit institutions,15 to 24 years,Hours worked,Hours,thousands,22632.0,False,True,False,False,False,20
2013,2016A000259,Total non-profit institutions,25 to 34 years,Hours worked,Hours,thousands,90385.0,False,True,False,False,False,30
2013,2016A000259,Total non-profit institutions,35 to 44 years,Hours worked,Hours,thousands,101476.0,False,True,False,False,False,40
2013,2016A000259,Total non-profit institutions,45 to 54 years,Hours worked,Hours,thousands,124427.0,False,True,False,False,False,50
2013,2016A000259,Total non-profit institutions,55 to 64 years,Hours worked,Hours,thousands,96788.0,False,True,False,False,False,60
2013,2016A000259,Total non-profit institutions,65 years old and over,Hours worked,Hours,thousands,19002.0,False,True,False,False,False,70
2013,2016A000259,Total non-profit institutions excluding governments,15 to 24 years,Hours worked,Hours,thousands,10146.0,False,True,False,False,False,20
2013,2016A000259,Total non-profit institutions excluding governments,25 to 34 years,Hours worked,Hours,thousands,31881.0,False,True,False,False,False,30
2013,2016A000259,Total non-profit institutions excluding governments,35 to 44 years,Hours worked,Hours,thousands,34885.0,False,True,False,False,False,40
2013,2016A000259,Total non-profit institutions excluding governments,45 to 54 years,Hours worked,Hours,thousands,40601.0,False,True,False,False,False,50
2013,2016A000259,Total non-profit institutions excluding governments,55 to 64 years,Hours worked,Hours,thousands,33517.0,False,True,False,False,False,60
2013,2016A000259,Total non-profit institutions excluding governments,65 years old and over,Hours worked,Hours,thousands,7793.0,False,True,False,False,False,70
2013,2016A000259,Non-profit institutions serving households (community organizations),15 to 24 years,Hours worked,Hours,thousands,6554.0,False,True,False,False,False,20
2013,2016A000259,Non-profit institutions serving households (community organizations),25 to 34 years,Hours worked,Hours,thousands,22889.0,False,True,False,False,False,30
2013,2016A000259,Non-profit institutions serving households (community organizations),35 to 44 years,Hours worked,Hours,thousands,25531.0,False,True,False,False,False,40
2013,2016A000259,Non-profit institutions serving households (community organizations),45 to 54 years,Hours worked,Hours,thousands,29981.0,False,True,False,False,False,50
2013,2016A000259,Non-profit institutions serving households (community organizations),55 to 64 years,Hours worked,Hours,thousands,25253.0,False,True,False,False,False,60
2013,2016A000259,Non-profit institutions serving households (community organizations),65 years old and over,Hours worked,Hours,thousands,5947.0,False,True,False,False,False,70
2013,2016A000259,Business non-profit institutions,15 to 24 years,Hours worked,Hours,thousands,3592.0,False,True,False,False,False,20
2013,2016A000259,Business non-profit institutions,25 to 34 years,Hours worked,Hours,thousands,8992.0,False,True,False,False,False,30
2013,2016A000259,Business non-profit institutions,35 to 44 years,Hours worked,Hours,thousands,9354.0,False,True,False,False,False,40
2013,2016A000259,Business non-profit institutions,45 to 54 years,Hours worked,Hours,thousands,10620.0,False,True,False,False,False,50
2013,2016A000259,Business non-profit institutions,55 to 64 years,Hours worked,Hours,thousands,8264.0,False,True,False,False,False,60
2013,2016A000259,Business non-profit institutions,65 years old and over,Hours worked,Hours,thousands,1846.0,False,True,False,False,False,70
2013,2016A000259,Government non-profit institutions,15 to 24 years,Hours worked,Hours,thousands,12486.0,False,True,False,False,False,20
2013,2016A000259,Government non-profit institutions,25 to 34 years,Hours worked,Hours,thousands,58504.0,False,True,False,False,False,30
2013,2016A000259,Government non-profit institutions,35 to 44 years,Hours worked,Hours,thousands,66591.0,False,True,False,False,False,40
2013,2016A000259,Government non-profit institutions,45 to 54 years,Hours worked,Hours,thousands,83826.0,False,True,False,False,False,50
2013,2016A000259,Government non-profit institutions,55 to 64 years,Hours worked,Hours,thousands,63271.0,False,True,False,False,False,60
2013,2016A000259,Government non-profit institutions,65 years old and over,Hours worked,Hours,thousands,11209.0,False,True,False,False,False,70
2014,2016A000259,Total non-profit institutions,15 to 24 years,Hours worked,Hours,thousands,23334.0,False,True,False,False,False,20
2014,2016A000259,Total non-profit institutions,25 to 34 years,Hours worked,Hours,thousands,91400.0,False,True,False,False,False,30
2014,2016A000259,Total non-profit institutions,35 to 44 years,Hours worked,Hours,thousands,101078.0,False,True,False,False,False,40
2014,2016A000259,Total non-profit institutions,45 to 54 years,Hours worked,Hours,thousands,122078.0,False,True,False,False,False,50
2014,2016A000259,Total non-profit institutions,55 to 64 years,Hours worked,Hours,thousands,97855.0,False,True,False,False,False,60
2014,2016A000259,Total non-profit institutions,65 years old and over,Hours worked,Hours,thousands,20496.0,False,True,False,False,False,70
2014,2016A000259,Total non-profit institutions excluding governments,15 to 24 years,Hours worked,Hours,thousands,10371.0,False,True,False,False,False,20
2014,2016A000259,Total non-profit institutions excluding governments,25 to 34 years,Hours worked,Hours,thousands,32564.0,False,True,False,False,False,30
2014,2016A000259,Total non-profit institutions excluding governments,35 to 44 years,Hours worked,Hours,thousands,35296.0,False,True,False,False,False,40
2014,2016A000259,Total non-profit institutions excluding governments,45 to 54 years,Hours worked,Hours,thousands,40368.0,False,True,False,False,False,50
2014,2016A000259,Total non-profit institutions excluding governments,55 to 64 years,Hours worked,Hours,thousands,33991.0,False,True,False,False,False,60
2014,2016A000259,Total non-profit institutions excluding governments,65 years old and over,Hours worked,Hours,thousands,8411.0,False,True,False,False,False,70
2014,2016A000259,Non-profit institutions serving households (community organizations),15 to 24 years,Hours worked,Hours,thousands,6694.0,False,True,False,False,False,20
2014,2016A000259,Non-profit institutions serving households (community organizations),25 to 34 years,Hours worked,Hours,thousands,23289.0,False,True,False,False,False,30
2014,2016A000259,Non-profit institutions serving households (community organizations),35 to 44 years,Hours worked,Hours,thousands,25751.0,False,True,False,False,False,40
2014,2016A000259,Non-profit institutions serving households (community organizations),45 to 54 years,Hours worked,Hours,thousands,29642.0,False,True,False,False,False,50
2014,2016A000259,Non-profit institutions serving households (community organizations),55 to 64 years,Hours worked,Hours,thousands,25482.0,False,True,False,False,False,60
2014,2016A000259,Non-profit institutions serving households (community organizations),65 years old and over,Hours worked,Hours,thousands,6412.0,False,True,False,False,False,70
